unit,group,outcome,treatment,denominator,banned_state,year,month,time,start_date,end_date,placebo_date
AK,total,3531,0,300066.0,0,2016,1,2016-01-01,2016-01-01,2016-02-29,2018-03-01
AK,total,3735,0,300066.0,0,2016,3,2016-03-01,2016-03-01,2016-04-30,2018-03-01
AK,total,3823,0,300066.0,0,2016,5,2016-05-01,2016-05-01,2016-06-30,2018-03-01
AK,total,3782,0,300066.0,0,2016,7,2016-07-01,2016-07-01,2016-08-31,2018-03-01
AK,total,3774,0,300066.0,0,2016,9,2016-09-01,2016-09-01,2016-10-31,2018-03-01
AK,total,3549,0,300066.0,0,2016,11,2016-11-01,2016-11-01,2016-12-31,2018-03-01
AK,total,3121,0,298346.0,0,2017,1,2017-01-01,2017-01-01,2017-02-28,2018-03-01
AK,total,3503,0,298346.0,0,2017,3,2017-03-01,2017-03-01,2017-04-30,2018-03-01
AK,total,3554,0,298346.0,0,2017,5,2017-05-01,2017-05-01,2017-06-30,2018-03-01
AK,total,3630,0,298346.0,0,2017,7,2017-07-01,2017-07-01,2017-08-31,2018-03-01
AK,total,3566,0,298346.0,0,2017,9,2017-09-01,2017-09-01,2017-10-31,2018-03-01
AK,total,3291,0,298346.0,0,2017,11,2017-11-01,2017-11-01,2017-12-31,2018-03-01
AK,total,3146,0,296672.0,0,2018,1,2018-01-01,2018-01-01,2018-02-28,2018-03-01
AK,total,3445,0,296672.0,0,2018,3,2018-03-01,2018-03-01,2018-04-30,2018-03-01
AK,total,3467,0,296672.0,0,2018,5,2018-05-01,2018-05-01,2018-06-30,2018-03-01
AK,total,3469,0,296672.0,0,2018,7,2018-07-01,2018-07-01,2018-08-31,2018-03-01
AK,total,3315,0,296672.0,0,2018,9,2018-09-01,2018-09-01,2018-10-31,2018-03-01
AK,total,3157,0,296672.0,0,2018,11,2018-11-01,2018-11-01,2018-12-31,2018-03-01
AK,total,3012,0,284728.0,0,2019,1,2019-01-01,2019-01-01,2019-02-28,2018-03-01
AL,total,19013,0,1904452.0,1,2016,1,2016-01-01,2016-01-01,2016-02-29,2018-03-01
AL,total,18663,0,1904452.0,1,2016,3,2016-03-01,2016-03-01,2016-04-30,2018-03-01
AL,total,19655,0,1904452.0,1,2016,5,2016-05-01,2016-05-01,2016-06-30,2018-03-01
AL,total,20704,0,1904452.0,1,2016,7,2016-07-01,2016-07-01,2016-08-31,2018-03-01
AL,total,20405,0,1904452.0,1,2016,9,2016-09-01,2016-09-01,2016-10-31,2018-03-01
AL,total,19664,0,1904452.0,1,2016,11,2016-11-01,2016-11-01,2016-12-31,2018-03-01
AL,total,18837,0,1912072.0,1,2017,1,2017-01-01,2017-01-01,2017-02-28,2018-03-01
AL,total,18340,0,1912072.0,1,2017,3,2017-03-01,2017-03-01,2017-04-30,2018-03-01
AL,total,19133,0,1912072.0,1,2017,5,2017-05-01,2017-05-01,2017-06-30,2018-03-01
AL,total,21143,0,1912072.0,1,2017,7,2017-07-01,2017-07-01,2017-08-31,2018-03-01
AL,total,20502,0,1912072.0,1,2017,9,2017-09-01,2017-09-01,2017-10-31,2018-03-01
AL,total,19698,0,1912072.0,1,2017,11,2017-11-01,2017-11-01,2017-12-31,2018-03-01
AL,total,18441,0,1905472.0,1,2018,1,2018-01-01,2018-01-01,2018-02-28,2018-03-01
AL,total,18243,1,1905472.0,1,2018,3,2018-03-01,2018-03-01,2018-04-30,2018-03-01
AL,total,19080,1,1905472.0,1,2018,5,2018-05-01,2018-05-01,2018-06-30,2018-03-01
AL,total,20390,1,1905472.0,1,2018,7,2018-07-01,2018-07-01,2018-08-31,2018-03-01
AL,total,19604,1,1905472.0,1,2018,9,2018-09-01,2018-09-01,2018-10-31,2018-03-01
AL,total,19524,1,1905472.0,1,2018,11,2018-11-01,2018-11-01,2018-12-31,2018-03-01
AL,total,18818,1,1910940.0,1,2019,1,2019-01-01,2019-01-01,2019-02-28,2018-03-01
AR,total,12063,0,1153138.0,1,2016,1,2016-01-01,2016-01-01,2016-02-29,2018-03-01
AR,total,12239,0,1153138.0,1,2016,3,2016-03-01,2016-03-01,2016-04-30,2018-03-01
AR,total,12474,0,1153138.0,1,2016,5,2016-05-01,2016-05-01,2016-06-30,2018-03-01
AR,total,13783,0,1153138.0,1,2016,7,2016-07-01,2016-07-01,2016-08-31,2018-03-01
AR,total,12844,0,1153138.0,1,2016,9,2016-09-01,2016-09-01,2016-10-31,2018-03-01
AR,total,12655,0,1153138.0,1,2016,11,2016-11-01,2016-11-01,2016-12-31,2018-03-01
AR,total,11821,0,1153784.0,1,2017,1,2017-01-01,2017-01-01,2017-02-28,2018-03-01
AR,total,11576,0,1153784.0,1,2017,3,2017-03-01,2017-03-01,2017-04-30,2018-03-01
AR,total,12160,0,1153784.0,1,2017,5,2017-05-01,2017-05-01,2017-06-30,2018-03-01
AR,total,13769,0,1153784.0,1,2017,7,2017-07-01,2017-07-01,2017-08-31,2018-03-01
AR,total,12707,0,1153784.0,1,2017,9,2017-09-01,2017-09-01,2017-10-31,2018-03-01
AR,total,12479,0,1153784.0,1,2017,11,2017-11-01,2017-11-01,2017-12-31,2018-03-01
AR,total,11720,0,1169472.0,1,2018,1,2018-01-01,2018-01-01,2018-02-28,2018-03-01
AR,total,11697,1,1169472.0,1,2018,3,2018-03-01,2018-03-01,2018-04-30,2018-03-01
AR,total,12213,1,1169472.0,1,2018,5,2018-05-01,2018-05-01,2018-06-30,2018-03-01
AR,total,13107,1,1169472.0,1,2018,7,2018-07-01,2018-07-01,2018-08-31,2018-03-01
AR,total,12562,1,1169472.0,1,2018,9,2018-09-01,2018-09-01,2018-10-31,2018-03-01
AR,total,11963,1,1169472.0,1,2018,11,2018-11-01,2018-11-01,2018-12-31,2018-03-01
AR,total,11439,1,1165876.0,1,2019,1,2019-01-01,2019-01-01,2019-02-28,2018-03-01
AZ,total,27414,0,2663066.0,0,2016,1,2016-01-01,2016-01-01,2016-02-29,2018-03-01
AZ,total,26648,0,2663066.0,0,2016,3,2016-03-01,2016-03-01,2016-04-30,2018-03-01
AZ,total,26805,0,2663066.0,0,2016,5,2016-05-01,2016-05-01,2016-06-30,2018-03-01
AZ,total,29335,0,2663066.0,0,2016,7,2016-07-01,2016-07-01,2016-08-31,2018-03-01
AZ,total,29545,0,2663066.0,0,2016,9,2016-09-01,2016-09-01,2016-10-31,2018-03-01
AZ,total,27940,0,2663066.0,0,2016,11,2016-11-01,2016-11-01,2016-12-31,2018-03-01
AZ,total,26060,0,2693930.0,0,2017,1,2017-01-01,2017-01-01,2017-02-28,2018-03-01
AZ,total,26041,0,2693930.0,0,2017,3,2017-03-01,2017-03-01,2017-04-30,2018-03-01
AZ,total,26107,0,2693930.0,0,2017,5,2017-05-01,2017-05-01,2017-06-30,2018-03-01
AZ,total,28645,0,2693930.0,0,2017,7,2017-07-01,2017-07-01,2017-08-31,2018-03-01
AZ,total,28908,0,2693930.0,0,2017,9,2017-09-01,2017-09-01,2017-10-31,2018-03-01
AZ,total,26934,0,2693930.0,0,2017,11,2017-11-01,2017-11-01,2017-12-31,2018-03-01
AZ,total,25718,0,2744964.0,0,2018,1,2018-01-01,2018-01-01,2018-02-28,2018-03-01
AZ,total,25408,0,2744964.0,0,2018,3,2018-03-01,2018-03-01,2018-04-30,2018-03-01
AZ,total,25669,0,2744964.0,0,2018,5,2018-05-01,2018-05-01,2018-06-30,2018-03-01
AZ,total,28150,0,2744964.0,0,2018,7,2018-07-01,2018-07-01,2018-08-31,2018-03-01
AZ,total,28372,0,2744964.0,0,2018,9,2018-09-01,2018-09-01,2018-10-31,2018-03-01
AZ,total,27120,0,2744964.0,0,2018,11,2018-11-01,2018-11-01,2018-12-31,2018-03-01
AZ,total,25678,0,2790624.0,0,2019,1,2019-01-01,2019-01-01,2019-02-28,2018-03-01
CA,total,151456,0,16123274.0,0,2016,1,2016-01-01,2016-01-01,2016-02-29,2018-03-01
CA,total,156041,0,16123274.0,0,2016,3,2016-03-01,2016-03-01,2016-04-30,2018-03-01
CA,total,155530,0,16123274.0,0,2016,5,2016-05-01,2016-05-01,2016-06-30,2018-03-01
CA,total,168876,0,16123274.0,0,2016,7,2016-07-01,2016-07-01,2016-08-31,2018-03-01
CA,total,169599,0,16123274.0,0,2016,9,2016-09-01,2016-09-01,2016-10-31,2018-03-01
CA,total,157276,0,16123274.0,0,2016,11,2016-11-01,2016-11-01,2016-12-31,2018-03-01
CA,total,147646,0,16226624.0,0,2017,1,2017-01-01,2017-01-01,2017-02-28,2018-03-01
CA,total,148952,0,16226624.0,0,2017,3,2017-03-01,2017-03-01,2017-04-30,2018-03-01
CA,total,153930,0,16226624.0,0,2017,5,2017-05-01,2017-05-01,2017-06-30,2018-03-01
CA,total,162339,0,16226624.0,0,2017,7,2017-07-01,2017-07-01,2017-08-31,2018-03-01
CA,total,160824,0,16226624.0,0,2017,9,2017-09-01,2017-09-01,2017-10-31,2018-03-01
CA,total,151569,0,16226624.0,0,2017,11,2017-11-01,2017-11-01,2017-12-31,2018-03-01
CA,total,142261,0,16194670.0,0,2018,1,2018-01-01,2018-01-01,2018-02-28,2018-03-01
CA,total,143639,0,16194670.0,0,2018,3,2018-03-01,2018-03-01,2018-04-30,2018-03-01
CA,total,144721,0,16194670.0,0,2018,5,2018-05-01,2018-05-01,2018-06-30,2018-03-01
CA,total,157889,0,16194670.0,0,2018,7,2018-07-01,2018-07-01,2018-08-31,2018-03-01
CA,total,153565,0,16194670.0,0,2018,9,2018-09-01,2018-09-01,2018-10-31,2018-03-01
CA,total,148009,0,16194670.0,0,2018,11,2018-11-01,2018-11-01,2018-12-31,2018-03-01
CA,total,139162,0,16141064.0,0,2019,1,2019-01-01,2019-01-01,2019-02-28,2018-03-01
CO,total,20423,0,2244262.0,0,2016,1,2016-01-01,2016-01-01,2016-02-29,2018-03-01
CO,total,21816,0,2244262.0,0,2016,3,2016-03-01,2016-03-01,2016-04-30,2018-03-01
CO,total,22605,0,2244262.0,0,2016,5,2016-05-01,2016-05-01,2016-06-30,2018-03-01
CO,total,23472,0,2244262.0,0,2016,7,2016-07-01,2016-07-01,2016-08-31,2018-03-01
CO,total,22587,0,2244262.0,0,2016,9,2016-09-01,2016-09-01,2016-10-31,2018-03-01
CO,total,20986,0,2244262.0,0,2016,11,2016-11-01,2016-11-01,2016-12-31,2018-03-01
CO,total,19014,0,2290782.0,0,2017,1,2017-01-01,2017-01-01,2017-02-28,2018-03-01
CO,total,21010,0,2290782.0,0,2017,3,2017-03-01,2017-03-01,2017-04-30,2018-03-01
CO,total,22183,0,2290782.0,0,2017,5,2017-05-01,2017-05-01,2017-06-30,2018-03-01
CO,total,22572,0,2290782.0,0,2017,7,2017-07-01,2017-07-01,2017-08-31,2018-03-01
CO,total,21947,0,2290782.0,0,2017,9,2017-09-01,2017-09-01,2017-10-31,2018-03-01
CO,total,20535,0,2290782.0,0,2017,11,2017-11-01,2017-11-01,2017-12-31,2018-03-01
CO,total,19727,0,2328386.0,0,2018,1,2018-01-01,2018-01-01,2018-02-28,2018-03-01
CO,total,20460,0,2328386.0,0,2018,3,2018-03-01,2018-03-01,2018-04-30,2018-03-01
CO,total,20894,0,2328386.0,0,2018,5,2018-05-01,2018-05-01,2018-06-30,2018-03-01
CO,total,22058,0,2328386.0,0,2018,7,2018-07-01,2018-07-01,2018-08-31,2018-03-01
CO,total,21203,0,2328386.0,0,2018,9,2018-09-01,2018-09-01,2018-10-31,2018-03-01
CO,total,19865,0,2328386.0,0,2018,11,2018-11-01,2018-11-01,2018-12-31,2018-03-01
CO,total,19280,0,2361854.0,0,2019,1,2019-01-01,2019-01-01,2019-02-28,2018-03-01
CT,total,10964,0,1346172.0,0,2016,1,2016-01-01,2016-01-01,2016-02-29,2018-03-01
CT,total,12017,0,1346172.0,0,2016,3,2016-03-01,2016-03-01,2016-04-30,2018-03-01
CT,total,12407,0,1346172.0,0,2016,5,2016-05-01,2016-05-01,2016-06-30,2018-03-01
CT,total,12748,0,1346172.0,0,2016,7,2016-07-01,2016-07-01,2016-08-31,2018-03-01
CT,total,12035,0,1346172.0,0,2016,9,2016-09-01,2016-09-01,2016-10-31,2018-03-01
CT,total,11405,0,1346172.0,0,2016,11,2016-11-01,2016-11-01,2016-12-31,2018-03-01
CT,total,10628,0,1345954.0,0,2017,1,2017-01-01,2017-01-01,2017-02-28,2018-03-01
CT,total,11692,0,1345954.0,0,2017,3,2017-03-01,2017-03-01,2017-04-30,2018-03-01
CT,total,12066,0,1345954.0,0,2017,5,2017-05-01,2017-05-01,2017-06-30,2018-03-01
CT,total,12411,0,1345954.0,0,2017,7,2017-07-01,2017-07-01,2017-08-31,2018-03-01
CT,total,12112,0,1345954.0,0,2017,9,2017-09-01,2017-09-01,2017-10-31,2018-03-01
CT,total,11148,0,1345954.0,0,2017,11,2017-11-01,2017-11-01,2017-12-31,2018-03-01
CT,total,10526,0,1336612.0,0,2018,1,2018-01-01,2018-01-01,2018-02-28,2018-03-01
CT,total,11350,0,1336612.0,0,2018,3,2018-03-01,2018-03-01,2018-04-30,2018-03-01
CT,total,11995,0,1336612.0,0,2018,5,2018-05-01,2018-05-01,2018-06-30,2018-03-01
CT,total,12109,0,1336612.0,0,2018,7,2018-07-01,2018-07-01,2018-08-31,2018-03-01
CT,total,11970,0,1336612.0,0,2018,9,2018-09-01,2018-09-01,2018-10-31,2018-03-01
CT,total,11192,0,1336612.0,0,2018,11,2018-11-01,2018-11-01,2018-12-31,2018-03-01
CT,total,10708,0,1338322.0,0,2019,1,2019-01-01,2019-01-01,2019-02-28,2018-03-01
DC,total,3052,0,365944.0,0,2016,1,2016-01-01,2016-01-01,2016-02-29,2018-03-01
DC,total,3096,0,365944.0,0,2016,3,2016-03-01,2016-03-01,2016-04-30,2018-03-01
DC,total,3376,0,365944.0,0,2016,5,2016-05-01,2016-05-01,2016-06-30,2018-03-01
DC,total,3518,0,365944.0,0,2016,7,2016-07-01,2016-07-01,2016-08-31,2018-03-01
DC,total,3341,0,365944.0,0,2016,9,2016-09-01,2016-09-01,2016-10-31,2018-03-01
DC,total,3114,0,365944.0,0,2016,11,2016-11-01,2016-11-01,2016-12-31,2018-03-01
DC,total,2929,0,375674.0,0,2017,1,2017-01-01,2017-01-01,2017-02-28,2018-03-01
DC,total,3012,0,375674.0,0,2017,3,2017-03-01,2017-03-01,2017-04-30,2018-03-01
DC,total,3252,0,375674.0,0,2017,5,2017-05-01,2017-05-01,2017-06-30,2018-03-01
DC,total,3448,0,375674.0,0,2017,7,2017-07-01,2017-07-01,2017-08-31,2018-03-01
DC,total,3202,0,375674.0,0,2017,9,2017-09-01,2017-09-01,2017-10-31,2018-03-01
DC,total,3054,0,375674.0,0,2017,11,2017-11-01,2017-11-01,2017-12-31,2018-03-01
DC,total,2882,0,379570.0,0,2018,1,2018-01-01,2018-01-01,2018-02-28,2018-03-01
DC,total,2904,0,379570.0,0,2018,3,2018-03-01,2018-03-01,2018-04-30,2018-03-01
DC,total,3140,0,379570.0,0,2018,5,2018-05-01,2018-05-01,2018-06-30,2018-03-01
DC,total,3232,0,379570.0,0,2018,7,2018-07-01,2018-07-01,2018-08-31,2018-03-01
DC,total,3127,0,379570.0,0,2018,9,2018-09-01,2018-09-01,2018-10-31,2018-03-01
DC,total,2966,0,379570.0,0,2018,11,2018-11-01,2018-11-01,2018-12-31,2018-03-01
DC,total,2798,0,379946.0,0,2019,1,2019-01-01,2019-01-01,2019-02-28,2018-03-01
DE,total,3423,0,360690.0,0,2016,1,2016-01-01,2016-01-01,2016-02-29,2018-03-01
DE,total,3740,0,360690.0,0,2016,3,2016-03-01,2016-03-01,2016-04-30,2018-03-01
DE,total,3781,0,360690.0,0,2016,5,2016-05-01,2016-05-01,2016-06-30,2018-03-01
DE,total,3735,0,360690.0,0,2016,7,2016-07-01,2016-07-01,2016-08-31,2018-03-01
DE,total,3697,0,360690.0,0,2016,9,2016-09-01,2016-09-01,2016-10-31,2018-03-01
DE,total,3419,0,360690.0,0,2016,11,2016-11-01,2016-11-01,2016-12-31,2018-03-01
DE,total,3352,0,363212.0,0,2017,1,2017-01-01,2017-01-01,2017-02-28,2018-03-01
DE,total,3520,0,363212.0,0,2017,3,2017-03-01,2017-03-01,2017-04-30,2018-03-01
DE,total,3770,0,363212.0,0,2017,5,2017-05-01,2017-05-01,2017-06-30,2018-03-01
DE,total,3756,0,363212.0,0,2017,7,2017-07-01,2017-07-01,2017-08-31,2018-03-01
DE,total,3783,0,363212.0,0,2017,9,2017-09-01,2017-09-01,2017-10-31,2018-03-01
DE,total,3395,0,363212.0,0,2017,11,2017-11-01,2017-11-01,2017-12-31,2018-03-01
DE,total,3306,0,357036.0,0,2018,1,2018-01-01,2018-01-01,2018-02-28,2018-03-01
DE,total,3541,0,357036.0,0,2018,3,2018-03-01,2018-03-01,2018-04-30,2018-03-01
DE,total,3608,0,357036.0,0,2018,5,2018-05-01,2018-05-01,2018-06-30,2018-03-01
DE,total,3644,0,357036.0,0,2018,7,2018-07-01,2018-07-01,2018-08-31,2018-03-01
