unit,group,outcome,treatment,denominator,banned_state,year,month,time,start_date,end_date,placebo_date
MN,total,22225,0,2120732.0,0,2016,11,2016-11-01,2016-11-01,2016-12-31,2018-03-01
MN,total,20880,0,2144692.0,0,2017,1,2017-01-01,2017-01-01,2017-02-28,2018-03-01
MN,total,22619,0,2144692.0,0,2017,3,2017-03-01,2017-03-01,2017-04-30,2018-03-01
MN,total,24248,0,2144692.0,0,2017,5,2017-05-01,2017-05-01,2017-06-30,2018-03-01
MN,total,24247,0,2144692.0,0,2017,7,2017-07-01,2017-07-01,2017-08-31,2018-03-01
MN,total,22846,0,2144692.0,0,2017,9,2017-09-01,2017-09-01,2017-10-31,2018-03-01
MN,total,21534,0,2144692.0,0,2017,11,2017-11-01,2017-11-01,2017-12-31,2018-03-01
MN,total,20682,0,2142880.0,0,2018,1,2018-01-01,2018-01-01,2018-02-28,2018-03-01
MN,total,22472,0,2142880.0,0,2018,3,2018-03-01,2018-03-01,2018-04-30,2018-03-01
MN,total,23191,0,2142880.0,0,2018,5,2018-05-01,2018-05-01,2018-06-30,2018-03-01
MN,total,24051,0,2142880.0,0,2018,7,2018-07-01,2018-07-01,2018-08-31,2018-03-01
MN,total,22172,0,2142880.0,0,2018,9,2018-09-01,2018-09-01,2018-10-31,2018-03-01
MN,total,21416,0,2142880.0,0,2018,11,2018-11-01,2018-11-01,2018-12-31,2018-03-01
MN,total,20076,0,2191600.0,0,2019,1,2019-01-01,2019-01-01,2019-02-28,2018-03-01
MO,total,23478,0,2336364.0,1,2016,1,2016-01-01,2016-01-01,2016-02-29,2018-03-01
MO,total,23811,0,2336364.0,1,2016,3,2016-03-01,2016-03-01,2016-04-30,2018-03-01
MO,total,24663,0,2336364.0,1,2016,5,2016-05-01,2016-05-01,2016-06-30,2018-03-01
MO,total,26611,0,2336364.0,1,2016,7,2016-07-01,2016-07-01,2016-08-31,2018-03-01
MO,total,25298,0,2336364.0,1,2016,9,2016-09-01,2016-09-01,2016-10-31,2018-03-01
MO,total,23920,0,2336364.0,1,2016,11,2016-11-01,2016-11-01,2016-12-31,2018-03-01
MO,total,22387,0,2340200.0,1,2017,1,2017-01-01,2017-01-01,2017-02-28,2018-03-01
MO,total,23087,0,2340200.0,1,2017,3,2017-03-01,2017-03-01,2017-04-30,2018-03-01
MO,total,24614,0,2340200.0,1,2017,5,2017-05-01,2017-05-01,2017-06-30,2018-03-01
MO,total,25889,0,2340200.0,1,2017,7,2017-07-01,2017-07-01,2017-08-31,2018-03-01
MO,total,24910,0,2340200.0,1,2017,9,2017-09-01,2017-09-01,2017-10-31,2018-03-01
MO,total,23724,0,2340200.0,1,2017,11,2017-11-01,2017-11-01,2017-12-31,2018-03-01
MO,total,22831,0,2342798.0,1,2018,1,2018-01-01,2018-01-01,2018-02-28,2018-03-01
MO,total,23286,1,2342798.0,1,2018,3,2018-03-01,2018-03-01,2018-04-30,2018-03-01
MO,total,25069,1,2342798.0,1,2018,5,2018-05-01,2018-05-01,2018-06-30,2018-03-01
MO,total,26066,1,2342798.0,1,2018,7,2018-07-01,2018-07-01,2018-08-31,2018-03-01
MO,total,24586,1,2342798.0,1,2018,9,2018-09-01,2018-09-01,2018-10-31,2018-03-01
MO,total,23376,1,2342798.0,1,2018,11,2018-11-01,2018-11-01,2018-12-31,2018-03-01
MO,total,22215,1,2356318.0,1,2019,1,2019-01-01,2019-01-01,2019-02-28,2018-03-01
MS,total,12102,0,1207326.0,1,2016,1,2016-01-01,2016-01-01,2016-02-29,2018-03-01
MS,total,11943,0,1207326.0,1,2016,3,2016-03-01,2016-03-01,2016-04-30,2018-03-01
MS,total,12283,0,1207326.0,1,2016,5,2016-05-01,2016-05-01,2016-06-30,2018-03-01
MS,total,13524,0,1207326.0,1,2016,7,2016-07-01,2016-07-01,2016-08-31,2018-03-01
MS,total,13156,0,1207326.0,1,2016,9,2016-09-01,2016-09-01,2016-10-31,2018-03-01
MS,total,12624,0,1207326.0,1,2016,11,2016-11-01,2016-11-01,2016-12-31,2018-03-01
MS,total,11936,0,1186088.0,1,2017,1,2017-01-01,2017-01-01,2017-02-28,2018-03-01
MS,total,11235,0,1186088.0,1,2017,3,2017-03-01,2017-03-01,2017-04-30,2018-03-01
MS,total,12088,0,1186088.0,1,2017,5,2017-05-01,2017-05-01,2017-06-30,2018-03-01
MS,total,13521,0,1186088.0,1,2017,7,2017-07-01,2017-07-01,2017-08-31,2018-03-01
MS,total,12922,0,1186088.0,1,2017,9,2017-09-01,2017-09-01,2017-10-31,2018-03-01
MS,total,12777,0,1186088.0,1,2017,11,2017-11-01,2017-11-01,2017-12-31,2018-03-01
MS,total,11945,0,1197290.0,1,2018,1,2018-01-01,2018-01-01,2018-02-28,2018-03-01
MS,total,11518,1,1197290.0,1,2018,3,2018-03-01,2018-03-01,2018-04-30,2018-03-01
MS,total,12088,1,1197290.0,1,2018,5,2018-05-01,2018-05-01,2018-06-30,2018-03-01
MS,total,13133,1,1197290.0,1,2018,7,2018-07-01,2018-07-01,2018-08-31,2018-03-01
MS,total,12571,1,1197290.0,1,2018,9,2018-09-01,2018-09-01,2018-10-31,2018-03-01
MS,total,12498,1,1197290.0,1,2018,11,2018-11-01,2018-11-01,2018-12-31,2018-03-01
MS,total,11662,1,1176378.0,1,2019,1,2019-01-01,2019-01-01,2019-02-28,2018-03-01
MT,total,3763,0,371668.0,0,2016,1,2016-01-01,2016-01-01,2016-02-29,2018-03-01
MT,total,4053,0,371668.0,0,2016,3,2016-03-01,2016-03-01,2016-04-30,2018-03-01
MT,total,4361,0,371668.0,0,2016,5,2016-05-01,2016-05-01,2016-06-30,2018-03-01
MT,total,4435,0,371668.0,0,2016,7,2016-07-01,2016-07-01,2016-08-31,2018-03-01
MT,total,4081,0,371668.0,0,2016,9,2016-09-01,2016-09-01,2016-10-31,2018-03-01
MT,total,3775,0,371668.0,0,2016,11,2016-11-01,2016-11-01,2016-12-31,2018-03-01
MT,total,3612,0,387664.0,0,2017,1,2017-01-01,2017-01-01,2017-02-28,2018-03-01
MT,total,3971,0,387664.0,0,2017,3,2017-03-01,2017-03-01,2017-04-30,2018-03-01
MT,total,4254,0,387664.0,0,2017,5,2017-05-01,2017-05-01,2017-06-30,2018-03-01
MT,total,4101,0,387664.0,0,2017,7,2017-07-01,2017-07-01,2017-08-31,2018-03-01
MT,total,3854,0,387664.0,0,2017,9,2017-09-01,2017-09-01,2017-10-31,2018-03-01
MT,total,3706,0,387664.0,0,2017,11,2017-11-01,2017-11-01,2017-12-31,2018-03-01
MT,total,3752,0,386468.0,0,2018,1,2018-01-01,2018-01-01,2018-02-28,2018-03-01
MT,total,3857,0,386468.0,0,2018,3,2018-03-01,2018-03-01,2018-04-30,2018-03-01
MT,total,3976,0,386468.0,0,2018,5,2018-05-01,2018-05-01,2018-06-30,2018-03-01
MT,total,4141,0,386468.0,0,2018,7,2018-07-01,2018-07-01,2018-08-31,2018-03-01
MT,total,3641,0,386468.0,0,2018,9,2018-09-01,2018-09-01,2018-10-31,2018-03-01
MT,total,3591,0,386468.0,0,2018,11,2018-11-01,2018-11-01,2018-12-31,2018-03-01
MT,total,3465,0,391132.0,0,2019,1,2019-01-01,2019-01-01,2019-02-28,2018-03-01
NC,total,38024,0,4021924.0,0,2016,1,2016-01-01,2016-01-01,2016-02-29,2018-03-01
NC,total,38022,0,4021924.0,0,2016,3,2016-03-01,2016-03-01,2016-04-30,2018-03-01
NC,total,40010,0,4021924.0,0,2016,5,2016-05-01,2016-05-01,2016-06-30,2018-03-01
NC,total,42881,0,4021924.0,0,2016,7,2016-07-01,2016-07-01,2016-08-31,2018-03-01
NC,total,41332,0,4021924.0,0,2016,9,2016-09-01,2016-09-01,2016-10-31,2018-03-01
NC,total,39598,0,4021924.0,0,2016,11,2016-11-01,2016-11-01,2016-12-31,2018-03-01
NC,total,36943,0,4050312.0,0,2017,1,2017-01-01,2017-01-01,2017-02-28,2018-03-01
NC,total,37768,0,4050312.0,0,2017,3,2017-03-01,2017-03-01,2017-04-30,2018-03-01
NC,total,39430,0,4050312.0,0,2017,5,2017-05-01,2017-05-01,2017-06-30,2018-03-01
NC,total,42931,0,4050312.0,0,2017,7,2017-07-01,2017-07-01,2017-08-31,2018-03-01
NC,total,41593,0,4050312.0,0,2017,9,2017-09-01,2017-09-01,2017-10-31,2018-03-01
NC,total,39957,0,4050312.0,0,2017,11,2017-11-01,2017-11-01,2017-12-31,2018-03-01
NC,total,36644,0,4090888.0,0,2018,1,2018-01-01,2018-01-01,2018-02-28,2018-03-01
NC,total,37931,0,4090888.0,0,2018,3,2018-03-01,2018-03-01,2018-04-30,2018-03-01
NC,total,39565,0,4090888.0,0,2018,5,2018-05-01,2018-05-01,2018-06-30,2018-03-01
NC,total,42013,0,4090888.0,0,2018,7,2018-07-01,2018-07-01,2018-08-31,2018-03-01
NC,total,41286,0,4090888.0,0,2018,9,2018-09-01,2018-09-01,2018-10-31,2018-03-01
NC,total,38831,0,4090888.0,0,2018,11,2018-11-01,2018-11-01,2018-12-31,2018-03-01
NC,total,37377,0,4149308.0,0,2019,1,2019-01-01,2019-01-01,2019-02-28,2018-03-01
ND,total,3553,0,297584.0,0,2016,1,2016-01-01,2016-01-01,2016-02-29,2018-03-01
ND,total,3638,0,297584.0,0,2016,3,2016-03-01,2016-03-01,2016-04-30,2018-03-01
ND,total,3879,0,297584.0,0,2016,5,2016-05-01,2016-05-01,2016-06-30,2018-03-01
ND,total,3901,0,297584.0,0,2016,7,2016-07-01,2016-07-01,2016-08-31,2018-03-01
ND,total,3885,0,297584.0,0,2016,9,2016-09-01,2016-09-01,2016-10-31,2018-03-01
ND,total,3527,0,297584.0,0,2016,11,2016-11-01,2016-11-01,2016-12-31,2018-03-01
ND,total,3265,0,292708.0,0,2017,1,2017-01-01,2017-01-01,2017-02-28,2018-03-01
ND,total,3651,0,292708.0,0,2017,3,2017-03-01,2017-03-01,2017-04-30,2018-03-01
ND,total,3593,0,292708.0,0,2017,5,2017-05-01,2017-05-01,2017-06-30,2018-03-01
ND,total,3588,0,292708.0,0,2017,7,2017-07-01,2017-07-01,2017-08-31,2018-03-01
ND,total,3630,0,292708.0,0,2017,9,2017-09-01,2017-09-01,2017-10-31,2018-03-01
ND,total,3447,0,292708.0,0,2017,11,2017-11-01,2017-11-01,2017-12-31,2018-03-01
ND,total,3323,0,294672.0,0,2018,1,2018-01-01,2018-01-01,2018-02-28,2018-03-01
ND,total,3431,0,294672.0,0,2018,3,2018-03-01,2018-03-01,2018-04-30,2018-03-01
ND,total,3646,0,294672.0,0,2018,5,2018-05-01,2018-05-01,2018-06-30,2018-03-01
ND,total,3700,0,294672.0,0,2018,7,2018-07-01,2018-07-01,2018-08-31,2018-03-01
ND,total,3446,0,294672.0,0,2018,9,2018-09-01,2018-09-01,2018-10-31,2018-03-01
ND,total,3363,0,294672.0,0,2018,11,2018-11-01,2018-11-01,2018-12-31,2018-03-01
ND,total,3225,0,305016.0,0,2019,1,2019-01-01,2019-01-01,2019-02-28,2018-03-01
NE,total,8149,0,738718.0,0,2016,1,2016-01-01,2016-01-01,2016-02-29,2018-03-01
NE,total,8926,0,738718.0,0,2016,3,2016-03-01,2016-03-01,2016-04-30,2018-03-01
NE,total,8862,0,738718.0,0,2016,5,2016-05-01,2016-05-01,2016-06-30,2018-03-01
NE,total,9336,0,738718.0,0,2016,7,2016-07-01,2016-07-01,2016-08-31,2018-03-01
NE,total,9181,0,738718.0,0,2016,9,2016-09-01,2016-09-01,2016-10-31,2018-03-01
NE,total,8588,0,738718.0,0,2016,11,2016-11-01,2016-11-01,2016-12-31,2018-03-01
NE,total,7850,0,734388.0,0,2017,1,2017-01-01,2017-01-01,2017-02-28,2018-03-01
NE,total,8439,0,734388.0,0,2017,3,2017-03-01,2017-03-01,2017-04-30,2018-03-01
NE,total,9045,0,734388.0,0,2017,5,2017-05-01,2017-05-01,2017-06-30,2018-03-01
NE,total,9012,0,734388.0,0,2017,7,2017-07-01,2017-07-01,2017-08-31,2018-03-01
NE,total,8804,0,734388.0,0,2017,9,2017-09-01,2017-09-01,2017-10-31,2018-03-01
NE,total,8342,0,734388.0,0,2017,11,2017-11-01,2017-11-01,2017-12-31,2018-03-01
NE,total,7852,0,751928.0,0,2018,1,2018-01-01,2018-01-01,2018-02-28,2018-03-01
NE,total,8199,0,751928.0,0,2018,3,2018-03-01,2018-03-01,2018-04-30,2018-03-01
NE,total,8859,0,751928.0,0,2018,5,2018-05-01,2018-05-01,2018-06-30,2018-03-01
NE,total,9108,0,751928.0,0,2018,7,2018-07-01,2018-07-01,2018-08-31,2018-03-01
NE,total,8481,0,751928.0,0,2018,9,2018-09-01,2018-09-01,2018-10-31,2018-03-01
NE,total,8353,0,751928.0,0,2018,11,2018-11-01,2018-11-01,2018-12-31,2018-03-01
NE,total,7605,0,759272.0,0,2019,1,2019-01-01,2019-01-01,2019-02-28,2018-03-01
NH,total,3807,0,478820.0,0,2016,1,2016-01-01,2016-01-01,2016-02-29,2018-03-01
NH,total,4131,0,478820.0,0,2016,3,2016-03-01,2016-03-01,2016-04-30,2018-03-01
NH,total,4075,0,478820.0,0,2016,5,2016-05-01,2016-05-01,2016-06-30,2018-03-01
NH,total,4388,0,478820.0,0,2016,7,2016-07-01,2016-07-01,2016-08-31,2018-03-01
NH,total,4283,0,478820.0,0,2016,9,2016-09-01,2016-09-01,2016-10-31,2018-03-01
NH,total,3704,0,478820.0,0,2016,11,2016-11-01,2016-11-01,2016-12-31,2018-03-01
NH,total,3629,0,483194.0,0,2017,1,2017-01-01,2017-01-01,2017-02-28,2018-03-01
NH,total,3887,0,483194.0,0,2017,3,2017-03-01,2017-03-01,2017-04-30,2018-03-01
NH,total,4360,0,483194.0,0,2017,5,2017-05-01,2017-05-01,2017-06-30,2018-03-01
NH,total,4343,0,483194.0,0,2017,7,2017-07-01,2017-07-01,2017-08-31,2018-03-01
NH,total,4134,0,483194.0,0,2017,9,2017-09-01,2017-09-01,2017-10-31,2018-03-01
NH,total,3746,0,483194.0,0,2017,11,2017-11-01,2017-11-01,2017-12-31,2018-03-01
NH,total,3660,0,490018.0,0,2018,1,2018-01-01,2018-01-01,2018-02-28,2018-03-01
NH,total,3980,0,490018.0,0,2018,3,2018-03-01,2018-03-01,2018-04-30,2018-03-01
NH,total,4006,0,490018.0,0,2018,5,2018-05-01,2018-05-01,2018-06-30,2018-03-01
NH,total,4365,0,490018.0,0,2018,7,2018-07-01,2018-07-01,2018-08-31,2018-03-01
NH,total,4157,0,490018.0,0,2018,9,2018-09-01,2018-09-01,2018-10-31,2018-03-01
NH,total,3681,0,490018.0,0,2018,11,2018-11-01,2018-11-01,2018-12-31,2018-03-01
NH,total,3510,0,492216.0,0,2019,1,2019-01-01,2019-01-01,2019-02-28,2018-03-01
NJ,total,31738,0,3420040.0,0,2016,1,2016-01-01,2016-01-01,2016-02-29,2018-03-01
NJ,total,32774,0,3420040.0,0,2016,3,2016-03-01,2016-03-01,2016-04-30,2018-03-01
NJ,total,34507,0,3420040.0,0,2016,5,2016-05-01,2016-05-01,2016-06-30,2018-03-01
NJ,total,35897,0,3420040.0,0,2016,7,2016-07-01,2016-07-01,2016-08-31,2018-03-01
NJ,total,34371,0,3420040.0,0,2016,9,2016-09-01,2016-09-01,2016-10-31,2018-03-01
NJ,total,33358,0,3420040.0,0,2016,11,2016-11-01,2016-11-01,2016-12-31,2018-03-01
NJ,total,30655,0,3435174.0,0,2017,1,2017-01-01,2017-01-01,2017-02-28,2018-03-01
NJ,total,32139,0,3435174.0,0,2017,3,2017-03-01,2017-03-01,2017-04-30,2018-03-01
NJ,total,33969,0,3435174.0,0,2017,5,2017-05-01,2017-05-01,2017-06-30,2018-03-01
NJ,total,35683,0,3435174.0,0,2017,7,2017-07-01,2017-07-01,2017-08-31,2018-03-01
NJ,total,34286,0,3435174.0,0,2017,9,2017-09-01,2017-09-01,2017-10-31,2018-03-01
NJ,total,33115,0,3435174.0,0,2017,11,2017-11-01,2017-11-01,2017-12-31,2018-03-01
NJ,total,30878,0,3373094.0,0,2018,1,2018-01-01,2018-01-01,2018-02-28,2018-03-01
NJ,total,32965,0,3373094.0,0,2018,3,2018-03-01,2018-03-01,2018-04-30,2018-03-01
NJ,total,34040,0,3373094.0,0,2018,5,2018-05-01,2018-05-01,2018-06-30,2018-03-01
NJ,total,35689,0,3373094.0,0,2018,7,2018-07-01,2018-07-01,2018-08-31,2018-03-01
NJ,total,34061,0,3373094.0,0,2018,9,2018-09-01,2018-09-01,2018-10-31,2018-03-01
NJ,total,32105,0,3373094.0,0,2018,11,2018-11-01,2018-11-01,2018-12-31,2018-03-01
NJ,total,30417,0,3331750.0,0,2019,1,2019-01-01,2019-01-01,2019-02-28,2018-03-01
NM,total,8065,0,792960.0,0,2016,1,2016-01-01,2016-01-01,2016-02-29,2018-03-01
NM,total,7947,0,792960.0,0,2016,3,2016-03-01,2016-03-01,2016-04-30,2018-03-01
NM,total,8142,0,792960.0,0,2016,5,2016-05-01,2016-05-01,2016-06-30,2018-03-01
NM,total,8712,0,792960.0,0,2016,7,2016-07-01,2016-07-01,2016-08-31,2018-03-01
NM,total,8406,0,792960.0,0,2016,9,2016-09-01,2016-09-01,2016-10-31,2018-03-01
NM,total,7879,0,792960.0,0,2016,11,2016-11-01,2016-11-01,2016-12-31,2018-03-01
NM,total,7619,0,798452.0,0,2017,1,2017-01-01,2017-01-01,2017-02-28,2018-03-01
NM,total,7693,0,798452.0,0,2017,3,2017-03-01,2017-03-01,2017-04-30,2018-03-01
NM,total,7797,0,798452.0,0,2017,5,2017-05-01,2017-05-01,2017-06-30,2018-03-01
NM,total,8550,0,798452.0,0,2017,7,2017-07-01,2017-07-01,2017-08-31,2018-03-01
NM,total,8167,0,798452.0,0,2017,9,2017-09-01,2017-09-01,2017-10-31,2018-03-01
NM,total,7487,0,798452.0,0,2017,11,2017-11-01,2017-11-01,2017-12-31,2018-03-01
NM,total,7192,0,793354.0,0,2018,1,2018-01-01,2018-01-01,2018-02-28,2018-03-01
NM,total,7234,0,793354.0,0,2018,3,2018-03-01,2018-03-01,2018-04-30,2018-03-01
NM,total,7524,0,793354.0,0,2018,5,2018-05-01,2018-05-01,2018-06-30,2018-03-01
NM,total,8210,0,793354.0,0,2018,7,2018-07-01,2018-07-01,2018-08-31,2018-03-01
NM,total,8181,0,793354.0,0,2018,9,2018-09-01,2018-09-01,2018-10-31,2018-03-01
NM,total,7532,0,793354.0,0,2018,11,2018-11-01,2018-11-01,2018-12-31,2018-03-01
NM,total,6980,0,798856.0,0,2019,1,2019-01-01,2019-01-01,2019-02-28,2018-03-01
NV,total,11414,0,1166604.0,0,2016,1,2016-01-01,2016-01-01,2016-02-29,2018-03-01
NV,total,11521,0,1166604.0,0,2016,3,2016-03-01,2016-03-01,2016-04-30,2018-03-01
NV,total,12072,0,1166604.0,0,2016,5,2016-05-01,2016-05-01,2016-06-30,2018-03-01
NV,total,12819,0,1166604.0,0,2016,7,2016-07-01,2016-07-01,2016-08-31,2018-03-01
NV,total,12562,0,1166604.0,0,2016,9,2016-09-01,2016-09-01,2016-10-31,2018-03-01
NV,total,11783,0,1166604.0,0,2016,11,2016-11-01,2016-11-01,2016-12-31,2018-03-01
NV,total,11221,0,1184968.0,0,2017,1,2017-01-01,2017-01-01,2017-02-28,2018-03-01
NV,total,11196,0,1184968.0,0,2017,3,2017-03-01,2017-03-01,2017-04-30,2018-03-01
NV,total,12064,0,1184968.0,0,2017,5,2017-05-01,2017-05-01,2017-06-30,2018-03-01
NV,total,12410,0,1184968.0,0,2017,7,2017-07-01,2017-07-01,2017-08-31,2018-03-01
NV,total,12418,0,1184968.0,0,2017,9,2017-09-01,2017-09-01,2017-10-31,2018-03-01
NV,total,11697,0,1184968.0,0,2017,11,2017-11-01,2017-11-01,2017-12-31,2018-03-01
NV,total,11075,0,1186346.0,0,2018,1,2018-01-01,2018-01-01,2018-02-28,2018-03-01
NV,total,11316,0,1186346.0,0,2018,3,2018-03-01,2018-03-01,2018-04-30,2018-03-01
NV,total,11855,0,1186346.0,0,2018,5,2018-05-01,2018-05-01,2018-06-30,2018-03-01
NV,total,12801,0,1186346.0,0,2018,7,2018-07-01,2018-07-01,2018-08-31,2018-03-01
NV,total,12005,0,1186346.0,0,2018,9,2018-09-01,2018-09-01,2018-10-31,2018-03-01
NV,total,11867,0,1186346.0,0,2018,11,2018-11-01,2018-11-01,2018-12-31,2018-03-01
NV,total,11048,0,1205734.0,0,2019,1,2019-01-01,2019-01-01,2019-02-28,2018-03-01
NY,total,73562,0,8010560.0,0,2016,1,2016-01-01,2016-01-01,2016-02-29,2018-03-01
NY,total,75234,0,8010560.0,0,2016,3,2016-03-01,2016-03-01,2016-04-30,2018-03-01
NY,total,77958,0,8010560.0,0,2016,5,2016-05-01,2016-05-01,2016-06-30,2018-03-01
NY,total,82276,0,8010560.0,0,2016,7,2016-07-01,2016-07-01,2016-08-31,2018-03-01
NY,total,78170,0,8010560.0,0,2016,9,2016-09-01,2016-09-01,2016-10-31,2018-03-01
NY,total,74861,0,8010560.0,0,2016,11,2016-11-01,2016-11-01,2016-12-31,2018-03-01
NY,total,71010,0,7989414.0,0,2017,1,2017-01-01,2017-01-01,2017-02-28,2018-03-01
NY,total,73940,0,7989414.0,0,2017,3,2017-03-01,2017-03-01,2017-04-30,2018-03-01
NY,total,76870,0,7989414.0,0,2017,5,2017-05-01,2017-05-01,2017-06-30,2018-03-01
NY,total,80902,0,7989414.0,0,2017,7,2017-07-01,2017-07-01,2017-08-31,2018-03-01
NY,total,78089,0,7989414.0,0,2017,9,2017-09-01,2017-09-01,2017-10-31,2018-03-01
NY,total,74314,0,7989414.0,0,2017,11,2017-11-01,2017-11-01,2017-12-31,2018-03-01
NY,total,70848,0,7826450.0,0,2018,1,2018-01-01,2018-01-01,2018-02-28,2018-03-01
NY,total,72631,0,7826450.0,0,2018,3,2018-03-01,2018-03-01,2018-04-30,2018-03-01
NY,total,76916,0,7826450.0,0,2018,5,2018-05-01,2018-05-01,2018-06-30,2018-03-01
NY,total,78970,0,7826450.0,0,2018,7,2018-07-01,2018-07-01,2018-08-31,2018-03-01
NY,total,75504,0,7826450.0,0,2018,9,2018-09-01,2018-09-01,2018-10-31,2018-03-01
NY,total,72652,0,7826450.0,0,2018,11,2018-11-01,2018-11-01,2018-12-31,2018-03-01
NY,total,68443,0,7758478.0,0,2019,1,2019-01-01,2019-01-01,2019-02-28,2018-03-01
OH,total,43005,0,4387134.0,0,2016,1,2016-01-01,2016-01-01,2016-02-29,2018-03-01
OH,total,44377,0,4387134.0,0,2016,3,2016-03-01,2016-03-01,2016-04-30,2018-03-01
OH,total,46637,0,4387134.0,0,2016,5,2016-05-01,2016-05-01,2016-06-30,2018-03-01
OH,total,48920,0,4387134.0,0,2016,7,2016-07-01,2016-07-01,2016-08-31,2018-03-01
OH,total,46239,0,4387134.0,0,2016,9,2016-09-01,2016-09-01,2016-10-31,2018-03-01
OH,total,43994,0,4387134.0,0,2016,11,2016-11-01,2016-11-01,2016-12-31,2018-03-01
OH,total,41822,0,4416460.0,0,2017,1,2017-01-01,2017-01-01,2017-02-28,2018-03-01
OH,total,43942,0,4416460.0,0,2017,3,2017-03-01,2017-03-01,2017-04-30,2018-03-01
OH,total,45945,0,4416460.0,0,2017,5,2017-05-01,2017-05-01,2017-06-30,2018-03-01
OH,total,48481,0,4416460.0,0,2017,7,2017-07-01,2017-07-01,2017-08-31,2018-03-01
OH,total,47302,0,4416460.0,0,2017,9,2017-09-01,2017-09-01,2017-10-31,2018-03-01
OH,total,43976,0,4416460.0,0,2017,11,2017-11-01,2017-11-01,2017-12-31,2018-03-01
OH,total,42353,0,4419902.0,0,2018,1,2018-01-01,2018-01-01,2018-02-28,2018-03-01
OH,total,43814,0,4419902.0,0,2018,3,2018-03-01,2018-03-01,2018-04-30,2018-03-01
OH,total,45758,0,4419902.0,0,2018,5,2018-05-01,2018-05-01,2018-06-30,2018-03-01
OH,total,47720,0,4419902.0,0,2018,7,2018-07-01,2018-07-01,2018-08-31,2018-03-01
OH,total,45511,0,4419902.0,0,2018,9,2018-09-01,2018-09-01,2018-10-31,2018-03-01
OH,total,43102,0,4419902.0,0,2018,11,2018-11-01,2018-11-01,2018-12-31,2018-03-01
OH,total,42162,0,4421760.0,0,2019,1,2019-01-01,2019-01-01,2019-02-28,2018-03-01
OK,total,17070,0,1544010.0,1,2016,1,2016-01-01,2016-01-01,2016-02-29,2018-03-01
OK,total,16970,0,1544010.0,1,2016,3,2016-03-01,2016-03-01,2016-04-30,2018-03-01
OK,total,17367,0,1544010.0,1,2016,5,2016-05-01,2016-05-01,2016-06-30,2018-03-01
OK,total,18494,0,1544010.0,1,2016,7,2016-07-01,2016-07-01,2016-08-31,2018-03-01
OK,total,17898,0,1544010.0,1,2016,9,2016-09-01,2016-09-01,2016-10-31,2018-03-01
OK,total,17049,0,1544010.0,1,2016,11,2016-11-01,2016-11-01,2016-12-31,2018-03-01
OK,total,15600,0,1538852.0,1,2017,1,2017-01-01,2017-01-01,2017-02-28,2018-03-01
OK,total,15830,0,1538852.0,1,2017,3,2017-03-01,2017-03-01,2017-04-30,2018-03-01
OK,total,17049,0,1538852.0,1,2017,5,2017-05-01,2017-05-01,2017-06-30,2018-03-01
OK,total,17798,0,1538852.0,1,2017,7,2017-07-01,2017-07-01,2017-08-31,2018-03-01
OK,total,17483,0,1538852.0,1,2017,9,2017-09-01,2017-09-01,2017-10-31,2018-03-01
OK,total,16328,0,1538852.0,1,2017,11,2017-11-01,2017-11-01,2017-12-31,2018-03-01
OK,total,15920,0,1549500.0,1,2018,1,2018-01-01,2018-01-01,2018-02-28,2018-03-01
OK,total,15997,1,1549500.0,1,2018,3,2018-03-01,2018-03-01,2018-04-30,2018-03-01
OK,total,16438,1,1549500.0,1,2018,5,2018-05-01,2018-05-01,2018-06-30,2018-03-01
OK,total,17789,1,1549500.0,1,2018,7,2018-07-01,2018-07-01,2018-08-31,2018-03-01
OK,total,16997,1,1549500.0,1,2018,9,2018-09-01,2018-09-01,2018-10-31,2018-03-01
OK,total,16184,1,1549500.0,1,2018,11,2018-11-01,2018-11-01,2018-12-31,2018-03-01
OK,total,15433,1,1568106.0,1,2019,1,2019-01-01,2019-01-01,2019-02-28,2018-03-01
OR,total,14410,0,1595786.0,0,2016,1,2016-01-01,2016-01-01,2016-02-29,2018-03-01
OR,total,15136,0,1595786.0,0,2016,3,2016-03-01,2016-03-01,2016-04-30,2018-03-01
OR,total,15325,0,1595786.0,0,2016,5,2016-05-01,2016-05-01,2016-06-30,2018-03-01
OR,total,16114,0,1595786.0,0,2016,7,2016-07-01,2016-07-01,2016-08-31,2018-03-01
OR,total,15187,0,1595786.0,0,2016,9,2016-09-01,2016-09-01,2016-10-31,2018-03-01
OR,total,14367,0,1595786.0,0,2016,11,2016-11-01,2016-11-01,2016-12-31,2018-03-01
OR,total,13419,0,1618892.0,0,2017,1,2017-01-01,2017-01-01,2017-02-28,2018-03-01
OR,total,14356,0,1618892.0,0,2017,3,2017-03-01,2017-03-01,2017-04-30,2018-03-01
OR,total,15157,0,1618892.0,0,2017,5,2017-05-01,2017-05-01,2017-06-30,2018-03-01
OR,total,15308,0,1618892.0,0,2017,7,2017-07-01,2017-07-01,2017-08-31,2018-03-01
OR,total,14672,0,1618892.0,0,2017,9,2017-09-01,2017-09-01,2017-10-31,2018-03-01
OR,total,13771,0,1618892.0,0,2017,11,2017-11-01,2017-11-01,2017-12-31,2018-03-01
OR,total,13169,0,1650054.0,0,2018,1,2018-01-01,2018-01-01,2018-02-28,2018-03-01
OR,total,13827,0,1650054.0,0,2018,3,2018-03-01,2018-03-01,2018-04-30,2018-03-01
