.draw,.chain,.iteration,K,D,N,category,state,time,outcome,population,exposure_code,ypred,mu,mu_treated,banned_state,start_date,end_date,placebo_date
1,1,1,0,0,0,total,AK,2016-01-01,3531,300066.0,0,3431,8.145342,8.145342,0,2016-01-01,2016-02-29,2018-03-01
1,1,1,0,0,1,total,AK,2016-03-01,3735,300066.0,0,3696,8.212609,8.212609,0,2016-03-01,2016-04-30,2018-03-01
1,1,1,0,0,2,total,AK,2016-05-01,3823,300066.0,0,3717,8.230566,8.230566,0,2016-05-01,2016-06-30,2018-03-01
1,1,1,0,0,3,total,AK,2016-07-01,3782,300066.0,0,3860,8.263832,8.263832,0,2016-07-01,2016-08-31,2018-03-01
1,1,1,0,0,4,total,AK,2016-09-01,3774,300066.0,0,3804,8.22636,8.22636,0,2016-09-01,2016-10-31,2018-03-01
1,1,1,0,0,5,total,AK,2016-11-01,3549,300066.0,0,3485,8.162819,8.162819,0,2016-11-01,2016-12-31,2018-03-01
1,1,1,0,0,6,total,AK,2017-01-01,3121,298346.0,0,3169,8.092328,8.092328,0,2017-01-01,2017-02-28,2018-03-01
1,1,1,0,0,7,total,AK,2017-03-01,3503,298346.0,0,3405,8.151932,8.151932,0,2017-03-01,2017-04-30,2018-03-01
1,1,1,0,0,8,total,AK,2017-05-01,3554,298346.0,0,3649,8.200972,8.200972,0,2017-05-01,2017-06-30,2018-03-01
1,1,1,0,0,9,total,AK,2017-07-01,3630,298346.0,0,3812,8.217546,8.217546,0,2017-07-01,2017-08-31,2018-03-01
1,1,1,0,0,10,total,AK,2017-09-01,3566,298346.0,0,3566,8.180142,8.180142,0,2017-09-01,2017-10-31,2018-03-01
1,1,1,0,0,11,total,AK,2017-11-01,3291,298346.0,0,3331,8.123867,8.123867,0,2017-11-01,2017-12-31,2018-03-01
1,1,1,0,0,12,total,AK,2018-01-01,3146,296672.0,0,3165,8.058285,8.058285,0,2018-01-01,2018-02-28,2018-03-01
1,1,1,0,0,13,total,AK,2018-03-01,3445,296672.0,0,3394,8.112521,8.112521,0,2018-03-01,2018-04-30,2018-03-01
1,1,1,0,0,14,total,AK,2018-05-01,3467,296672.0,0,3383,8.137933,8.137933,0,2018-05-01,2018-06-30,2018-03-01
1,1,1,0,0,15,total,AK,2018-07-01,3469,296672.0,0,3513,8.175677,8.175677,0,2018-07-01,2018-08-31,2018-03-01
1,1,1,0,0,16,total,AK,2018-09-01,3315,296672.0,0,3364,8.127228,8.127228,0,2018-09-01,2018-10-31,2018-03-01
1,1,1,0,0,17,total,AK,2018-11-01,3157,296672.0,0,3161,8.073274,8.073274,0,2018-11-01,2018-12-31,2018-03-01
1,1,1,0,0,18,total,AK,2019-01-01,3012,284728.0,0,2958,7.9968557,7.9968557,0,2019-01-01,2019-02-28,2018-03-01
1,1,1,0,1,0,total,AL,2016-01-01,19013,1904452.0,0,18813,9.861063,9.861063,1,2016-01-01,2016-02-29,2018-03-01
1,1,1,0,1,1,total,AL,2016-03-01,18663,1904452.0,0,19243,9.848801,9.848801,1,2016-03-01,2016-04-30,2018-03-01
1,1,1,0,1,2,total,AL,2016-05-01,19655,1904452.0,0,19556,9.872229,9.872229,1,2016-05-01,2016-06-30,2018-03-01
1,1,1,0,1,3,total,AL,2016-07-01,20704,1904452.0,0,20673,9.94039,9.94039,1,2016-07-01,2016-08-31,2018-03-01
1,1,1,0,1,4,total,AL,2016-09-01,20405,1904452.0,0,20949,9.932745,9.932745,1,2016-09-01,2016-10-31,2018-03-01
1,1,1,0,1,5,total,AL,2016-11-01,19664,1904452.0,0,19943,9.901793,9.901793,1,2016-11-01,2016-12-31,2018-03-01
1,1,1,0,1,6,total,AL,2017-01-01,18837,1912072.0,0,18903,9.843079,9.843079,1,2017-01-01,2017-02-28,2018-03-01
1,1,1,0,1,7,total,AL,2017-03-01,18340,1912072.0,0,18542,9.826878,9.826878,1,2017-03-01,2017-04-30,2018-03-01
1,1,1,0,1,8,total,AL,2017-05-01,19133,1912072.0,0,18995,9.860722,9.860722,1,2017-05-01,2017-06-30,2018-03-01
1,1,1,0,1,9,total,AL,2017-07-01,21143,1912072.0,0,21230,9.957557,9.957557,1,2017-07-01,2017-08-31,2018-03-01
1,1,1,0,1,10,total,AL,2017-09-01,20502,1912072.0,0,20666,9.931557,9.931557,1,2017-09-01,2017-10-31,2018-03-01
1,1,1,0,1,11,total,AL,2017-11-01,19698,1912072.0,0,19846,9.8921795,9.8921795,1,2017-11-01,2017-12-31,2018-03-01
1,1,1,0,1,12,total,AL,2018-01-01,18441,1905472.0,0,18186,9.83349,9.83349,1,2018-01-01,2018-02-28,2018-03-01
1,1,1,0,1,13,total,AL,2018-03-01,18243,1905472.0,1,18702,9.836494,9.829279,1,2018-03-01,2018-04-30,2018-03-01
1,1,1,0,1,14,total,AL,2018-05-01,19080,1905472.0,1,19336,9.864777,9.855617,1,2018-05-01,2018-06-30,2018-03-01
1,1,1,0,1,15,total,AL,2018-07-01,20390,1905472.0,1,20483,9.927982,9.914562,1,2018-07-01,2018-08-31,2018-03-01
1,1,1,0,1,16,total,AL,2018-09-01,19604,1905472.0,1,20265,9.91184,9.902327,1,2018-09-01,2018-10-31,2018-03-01
1,1,1,0,1,17,total,AL,2018-11-01,19524,1905472.0,1,19511,9.89333,9.887096,1,2018-11-01,2018-12-31,2018-03-01
1,1,1,0,1,18,total,AL,2019-01-01,18818,1910940.0,1,18925,9.84389,9.835141,1,2019-01-01,2019-02-28,2018-03-01
1,1,1,0,2,0,total,AR,2016-01-01,12063,1153138.0,0,12267,9.395636,9.395636,1,2016-01-01,2016-02-29,2018-03-01
1,1,1,0,2,1,total,AR,2016-03-01,12239,1153138.0,0,12120,9.411068,9.411068,1,2016-03-01,2016-04-30,2018-03-01
1,1,1,0,2,2,total,AR,2016-05-01,12474,1153138.0,0,12576,9.442726,9.442726,1,2016-05-01,2016-06-30,2018-03-01
1,1,1,0,2,3,total,AR,2016-07-01,13783,1153138.0,0,13663,9.523126,9.523126,1,2016-07-01,2016-08-31,2018-03-01
1,1,1,0,2,4,total,AR,2016-09-01,12844,1153138.0,0,13142,9.482593,9.482593,1,2016-09-01,2016-10-31,2018-03-01
1,1,1,0,2,5,total,AR,2016-11-01,12655,1153138.0,0,12660,9.431418,9.431418,1,2016-11-01,2016-12-31,2018-03-01
1,1,1,0,2,6,total,AR,2017-01-01,11821,1153784.0,0,11361,9.35471,9.35471,1,2017-01-01,2017-02-28,2018-03-01
1,1,1,0,2,7,total,AR,2017-03-01,11576,1153784.0,0,11515,9.371961,9.371961,1,2017-03-01,2017-04-30,2018-03-01
1,1,1,0,2,8,total,AR,2017-05-01,12160,1153784.0,0,12360,9.426662,9.426662,1,2017-05-01,2017-06-30,2018-03-01
1,1,1,0,2,9,total,AR,2017-07-01,13769,1153784.0,0,13476,9.508888,9.508888,1,2017-07-01,2017-08-31,2018-03-01
1,1,1,0,2,10,total,AR,2017-09-01,12707,1153784.0,0,12946,9.473227,9.473227,1,2017-09-01,2017-10-31,2018-03-01
1,1,1,0,2,11,total,AR,2017-11-01,12479,1153784.0,0,12300,9.417727,9.417727,1,2017-11-01,2017-12-31,2018-03-01
1,1,1,0,2,12,total,AR,2018-01-01,11720,1169472.0,0,11914,9.379749,9.379749,1,2018-01-01,2018-02-28,2018-03-01
1,1,1,0,2,13,total,AR,2018-03-01,11697,1169472.0,1,11907,9.387112,9.359717,1,2018-03-01,2018-04-30,2018-03-01
1,1,1,0,2,14,total,AR,2018-05-01,12213,1169472.0,1,12557,9.439812,9.409189,1,2018-05-01,2018-06-30,2018-03-01
1,1,1,0,2,15,total,AR,2018-07-01,13107,1169472.0,1,13624,9.513451,9.4858,1,2018-07-01,2018-08-31,2018-03-01
1,1,1,0,2,16,total,AR,2018-09-01,12562,1169472.0,1,12898,9.473192,9.442376,1,2018-09-01,2018-10-31,2018-03-01
1,1,1,0,2,17,total,AR,2018-11-01,11963,1169472.0,1,12275,9.426929,9.396653,1,2018-11-01,2018-12-31,2018-03-01
1,1,1,0,2,18,total,AR,2019-01-01,11439,1165876.0,1,11391,9.360794,9.331387,1,2019-01-01,2019-02-28,2018-03-01
1,1,1,0,3,0,total,AZ,2016-01-01,27414,2663066.0,0,26535,10.197609,10.197609,0,2016-01-01,2016-02-29,2018-03-01
1,1,1,0,3,1,total,AZ,2016-03-01,26648,2663066.0,0,26645,10.195734,10.195734,0,2016-03-01,2016-04-30,2018-03-01
1,1,1,0,3,2,total,AZ,2016-05-01,26805,2663066.0,0,26849,10.191895,10.191895,0,2016-05-01,2016-06-30,2018-03-01
1,1,1,0,3,3,total,AZ,2016-07-01,29335,2663066.0,0,29552,10.280432,10.280432,0,2016-07-01,2016-08-31,2018-03-01
1,1,1,0,3,4,total,AZ,2016-09-01,29545,2663066.0,0,29363,10.286224,10.286224,0,2016-09-01,2016-10-31,2018-03-01
1,1,1,0,3,5,total,AZ,2016-11-01,27940,2663066.0,0,27911,10.2383995,10.2383995,0,2016-11-01,2016-12-31,2018-03-01
1,1,1,0,3,6,total,AZ,2017-01-01,26060,2693930.0,0,26205,10.170326,10.170326,0,2017-01-01,2017-02-28,2018-03-01
1,1,1,0,3,7,total,AZ,2017-03-01,26041,2693930.0,0,25146,10.150128,10.150128,0,2017-03-01,2017-04-30,2018-03-01
1,1,1,0,3,8,total,AZ,2017-05-01,26107,2693930.0,0,26554,10.180477,10.180477,0,2017-05-01,2017-06-30,2018-03-01
1,1,1,0,3,9,total,AZ,2017-07-01,28645,2693930.0,0,28687,10.267217,10.267217,0,2017-07-01,2017-08-31,2018-03-01
1,1,1,0,3,10,total,AZ,2017-09-01,28908,2693930.0,0,28632,10.268406,10.268406,0,2017-09-01,2017-10-31,2018-03-01
1,1,1,0,3,11,total,AZ,2017-11-01,26934,2693930.0,0,26497,10.208989,10.208989,0,2017-11-01,2017-12-31,2018-03-01
1,1,1,0,3,12,total,AZ,2018-01-01,25718,2744964.0,0,25957,10.154348,10.154348,0,2018-01-01,2018-02-28,2018-03-01
1,1,1,0,3,13,total,AZ,2018-03-01,25408,2744964.0,0,25172,10.129589,10.129589,0,2018-03-01,2018-04-30,2018-03-01
1,1,1,0,3,14,total,AZ,2018-05-01,25669,2744964.0,0,25790,10.151167,10.151167,0,2018-05-01,2018-06-30,2018-03-01
1,1,1,0,3,15,total,AZ,2018-07-01,28150,2744964.0,0,28039,10.232204,10.232204,0,2018-07-01,2018-08-31,2018-03-01
1,1,1,0,3,16,total,AZ,2018-09-01,28372,2744964.0,0,28410,10.249023,10.249023,0,2018-09-01,2018-10-31,2018-03-01
1,1,1,0,3,17,total,AZ,2018-11-01,27120,2744964.0,0,27227,10.210342,10.210342,0,2018-11-01,2018-12-31,2018-03-01
1,1,1,0,3,18,total,AZ,2019-01-01,25678,2790624.0,0,25760,10.179409,10.179409,0,2019-01-01,2019-02-28,2018-03-01
1,1,1,0,4,0,total,CA,2016-01-01,151456,16123274.0,0,153511,11.940004,11.940004,0,2016-01-01,2016-02-29,2018-03-01
1,1,1,0,4,1,total,CA,2016-03-01,156041,16123274.0,0,156572,11.960482,11.960482,0,2016-03-01,2016-04-30,2018-03-01
1,1,1,0,4,2,total,CA,2016-05-01,155530,16123274.0,0,157271,11.968973,11.968973,0,2016-05-01,2016-06-30,2018-03-01
1,1,1,0,4,3,total,CA,2016-07-01,168876,16123274.0,0,171158,12.037571,12.037571,0,2016-07-01,2016-08-31,2018-03-01
1,1,1,0,4,4,total,CA,2016-09-01,169599,16123274.0,0,166922,12.027288,12.027288,0,2016-09-01,2016-10-31,2018-03-01
1,1,1,0,4,5,total,CA,2016-11-01,157276,16123274.0,0,159785,11.975075,11.975075,0,2016-11-01,2016-12-31,2018-03-01
1,1,1,0,4,6,total,CA,2017-01-01,147646,16226624.0,0,147004,11.893393,11.893393,0,2017-01-01,2017-02-28,2018-03-01
1,1,1,0,4,7,total,CA,2017-03-01,148952,16226624.0,0,147559,11.905737,11.905737,0,2017-03-01,2017-04-30,2018-03-01
1,1,1,0,4,8,total,CA,2017-05-01,153930,16226624.0,0,154706,11.946518,11.946518,0,2017-05-01,2017-06-30,2018-03-01
1,1,1,0,4,9,total,CA,2017-07-01,162339,16226624.0,0,160258,12.005247,12.005247,0,2017-07-01,2017-08-31,2018-03-01
1,1,1,0,4,10,total,CA,2017-09-01,160824,16226624.0,0,162490,11.989832,11.989832,0,2017-09-01,2017-10-31,2018-03-01
1,1,1,0,4,11,total,CA,2017-11-01,151569,16226624.0,0,155869,11.9352255,11.9352255,0,2017-11-01,2017-12-31,2018-03-01
1,1,1,0,4,12,total,CA,2018-01-01,142261,16194670.0,0,140252,11.863918,11.863918,0,2018-01-01,2018-02-28,2018-03-01
1,1,1,0,4,13,total,CA,2018-03-01,143639,16194670.0,0,142787,11.859861,11.859861,0,2018-03-01,2018-04-30,2018-03-01
1,1,1,0,4,14,total,CA,2018-05-01,144721,16194670.0,0,146573,11.88608,11.88608,0,2018-05-01,2018-06-30,2018-03-01
1,1,1,0,4,15,total,CA,2018-07-01,157889,16194670.0,0,154310,11.958251,11.958251,0,2018-07-01,2018-08-31,2018-03-01
1,1,1,0,4,16,total,CA,2018-09-01,153565,16194670.0,0,156363,11.94385,11.94385,0,2018-09-01,2018-10-31,2018-03-01
1,1,1,0,4,17,total,CA,2018-11-01,148009,16194670.0,0,145332,11.8991375,11.8991375,0,2018-11-01,2018-12-31,2018-03-01
1,1,1,0,4,18,total,CA,2019-01-01,139162,16141064.0,0,139709,11.849785,11.849785,0,2019-01-01,2019-02-28,2018-03-01
1,1,1,0,5,0,total,CO,2016-01-01,20423,2244262.0,0,20415,9.930041,9.930041,0,2016-01-01,2016-02-29,2018-03-01
1,1,1,0,5,1,total,CO,2016-03-01,21816,2244262.0,0,21883,9.996434,9.996434,0,2016-03-01,2016-04-30,2018-03-01
1,1,1,0,5,2,total,CO,2016-05-01,22605,2244262.0,0,22596,10.017464,10.017464,0,2016-05-01,2016-06-30,2018-03-01
1,1,1,0,5,3,total,CO,2016-07-01,23472,2244262.0,0,23409,10.068623,10.068623,0,2016-07-01,2016-08-31,2018-03-01
1,1,1,0,5,4,total,CO,2016-09-01,22587,2244262.0,0,22630,10.021888,10.021888,0,2016-09-01,2016-10-31,2018-03-01
1,1,1,0,5,5,total,CO,2016-11-01,20986,2244262.0,0,20821,9.95122,9.95122,0,2016-11-01,2016-12-31,2018-03-01
1,1,1,0,5,6,total,CO,2017-01-01,19014,2290782.0,0,20098,9.885998,9.885998,0,2017-01-01,2017-02-28,2018-03-01
1,1,1,0,5,7,total,CO,2017-03-01,21010,2290782.0,0,20849,9.951277,9.951277,0,2017-03-01,2017-04-30,2018-03-01
1,1,1,0,5,8,total,CO,2017-05-01,22183,2290782.0,0,22167,10.010105,10.010105,0,2017-05-01,2017-06-30,2018-03-01
1,1,1,0,5,9,total,CO,2017-07-01,22572,2290782.0,0,22107,10.031288,10.031288,0,2017-07-01,2017-08-31,2018-03-01
1,1,1,0,5,10,total,CO,2017-09-01,21947,2290782.0,0,22307,9.994139,9.994139,0,2017-09-01,2017-10-31,2018-03-01
1,1,1,0,5,11,total,CO,2017-11-01,20535,2290782.0,0,20746,9.9306555,9.9306555,0,2017-11-01,2017-12-31,2018-03-01
1,1,1,0,5,12,total,CO,2018-01-01,19727,2328386.0,0,19180,9.88586,9.88586,0,2018-01-01,2018-02-28,2018-03-01
1,1,1,0,5,13,total,CO,2018-03-01,20460,2328386.0,0,20289,9.92193,9.92193,0,2018-03-01,2018-04-30,2018-03-01
1,1,1,0,5,14,total,CO,2018-05-01,20894,2328386.0,0,21340,9.962496,9.962496,0,2018-05-01,2018-06-30,2018-03-01
1,1,1,0,5,15,total,CO,2018-07-01,22058,2328386.0,0,22644,10.019438,10.019438,0,2018-07-01,2018-08-31,2018-03-01
1,1,1,0,5,16,total,CO,2018-09-01,21203,2328386.0,0,20945,9.964675,9.964675,0,2018-09-01,2018-10-31,2018-03-01
1,1,1,0,5,17,total,CO,2018-11-01,19865,2328386.0,0,20033,9.896769,9.896769,0,2018-11-01,2018-12-31,2018-03-01
1,1,1,0,5,18,total,CO,2019-01-01,19280,2361854.0,0,19074,9.865139,9.865139,0,2019-01-01,2019-02-28,2018-03-01
1,1,1,0,6,0,total,CT,2016-01-01,10964,1346172.0,0,10885,9.316755,9.316755,0,2016-01-01,2016-02-29,2018-03-01
1,1,1,0,6,1,total,CT,2016-03-01,12017,1346172.0,0,11769,9.39274,9.39274,0,2016-03-01,2016-04-30,2018-03-01
1,1,1,0,6,2,total,CT,2016-05-01,12407,1346172.0,0,12302,9.412045,9.412045,0,2016-05-01,2016-06-30,2018-03-01
1,1,1,0,6,3,total,CT,2016-07-01,12748,1346172.0,0,12702,9.446037,9.446037,0,2016-07-01,2016-08-31,2018-03-01
1,1,1,0,6,4,total,CT,2016-09-01,12035,1346172.0,0,12195,9.392313,9.392313,0,2016-09-01,2016-10-31,2018-03-01
1,1,1,0,6,5,total,CT,2016-11-01,11405,1346172.0,0,11303,9.325689,9.325689,0,2016-11-01,2016-12-31,2018-03-01
1,1,1,0,6,6,total,CT,2017-01-01,10628,1345954.0,0,11101,9.307809,9.307809,0,2017-01-01,2017-02-28,2018-03-01
1,1,1,0,6,7,total,CT,2017-03-01,11692,1345954.0,0,11596,9.362303,9.362303,0,2017-03-01,2017-04-30,2018-03-01
1,1,1,0,6,8,total,CT,2017-05-01,12066,1345954.0,0,12298,9.409202,9.409202,0,2017-05-01,2017-06-30,2018-03-01
1,1,1,0,6,9,total,CT,2017-07-01,12411,1345954.0,0,12859,9.44136,9.44136,0,2017-07-01,2017-08-31,2018-03-01
1,1,1,0,6,10,total,CT,2017-09-01,12112,1345954.0,0,11956,9.399948,9.399948,0,2017-09-01,2017-10-31,2018-03-01
1,1,1,0,6,11,total,CT,2017-11-01,11148,1345954.0,0,10994,9.333694,9.333694,0,2017-11-01,2017-12-31,2018-03-01
1,1,1,0,6,12,total,CT,2018-01-01,10526,1336612.0,0,10358,9.27876,9.27876,0,2018-01-01,2018-02-28,2018-03-01
1,1,1,0,6,13,total,CT,2018-03-01,11350,1336612.0,0,11716,9.362314,9.362314,0,2018-03-01,2018-04-30,2018-03-01
1,1,1,0,6,14,total,CT,2018-05-01,11995,1336612.0,0,11922,9.39208,9.39208,0,2018-05-01,2018-06-30,2018-03-01
1,1,1,0,6,15,total,CT,2018-07-01,12109,1336612.0,0,12042,9.410875,9.410875,0,2018-07-01,2018-08-31,2018-03-01
1,1,1,0,6,16,total,CT,2018-09-01,11970,1336612.0,0,11541,9.368984,9.368984,0,2018-09-01,2018-10-31,2018-03-01
1,1,1,0,6,17,total,CT,2018-11-01,11192,1336612.0,0,11029,9.317086,9.317086,0,2018-11-01,2018-12-31,2018-03-01
1,1,1,0,6,18,total,CT,2019-01-01,10708,1338322.0,0,10754,9.282358,9.282358,0,2019-01-01,2019-02-28,2018-03-01
1,1,1,0,7,0,total,DC,2016-01-01,3052,365944.0,0,3181,8.018138,8.018138,0,2016-01-01,2016-02-29,2018-03-01
1,1,1,0,7,1,total,DC,2016-03-01,3096,365944.0,0,3145,8.059209,8.059209,0,2016-03-01,2016-04-30,2018-03-01
1,1,1,0,7,2,total,DC,2016-05-01,3376,365944.0,0,3309,8.089319,8.089319,0,2016-05-01,2016-06-30,2018-03-01
1,1,1,0,7,3,total,DC,2016-07-01,3518,365944.0,0,3374,8.134316,8.134316,0,2016-07-01,2016-08-31,2018-03-01
1,1,1,0,7,4,total,DC,2016-09-01,3341,365944.0,0,3250,8.100477,8.100477,0,2016-09-01,2016-10-31,2018-03-01
1,1,1,0,7,5,total,DC,2016-11-01,3114,365944.0,0,3071,8.047519,8.047519,0,2016-11-01,2016-12-31,2018-03-01
1,1,1,0,7,6,total,DC,2017-01-01,2929,375674.0,0,2930,7.9782596,7.9782596,0,2017-01-01,2017-02-28,2018-03-01
1,1,1,0,7,7,total,DC,2017-03-01,3012,375674.0,0,3063,8.027964,8.027964,0,2017-03-01,2017-04-30,2018-03-01
1,1,1,0,7,8,total,DC,2017-05-01,3252,375674.0,0,3238,8.082394,8.082394,0,2017-05-01,2017-06-30,2018-03-01
1,1,1,0,7,9,total,DC,2017-07-01,3448,375674.0,0,3326,8.116104,8.116104,0,2017-07-01,2017-08-31,2018-03-01
1,1,1,0,7,10,total,DC,2017-09-01,3202,375674.0,0,3278,8.073433,8.073433,0,2017-09-01,2017-10-31,2018-03-01
1,1,1,0,7,11,total,DC,2017-11-01,3054,375674.0,0,2970,8.029533,8.029533,0,2017-11-01,2017-12-31,2018-03-01
1,1,1,0,7,12,total,DC,2018-01-01,2882,379570.0,0,2912,7.980953,7.980953,0,2018-01-01,2018-02-28,2018-03-01
1,1,1,0,7,13,total,DC,2018-03-01,2904,379570.0,0,3018,8.00462,8.00462,0,2018-03-01,2018-04-30,2018-03-01
1,1,1,0,7,14,total,DC,2018-05-01,3140,379570.0,0,3141,8.040584,8.040584,0,2018-05-01,2018-06-30,2018-03-01
1,1,1,0,7,15,total,DC,2018-07-01,3232,379570.0,0,3259,8.101299,8.101299,0,2018-07-01,2018-08-31,2018-03-01
1,1,1,0,7,16,total,DC,2018-09-01,3127,379570.0,0,3155,8.041018,8.041018,0,2018-09-01,2018-10-31,2018-03-01
1,1,1,0,7,17,total,DC,2018-11-01,2966,379570.0,0,2851,7.9940176,7.9940176,0,2018-11-01,2018-12-31,2018-03-01
1,1,1,0,7,18,total,DC,2019-01-01,2798,379946.0,0,2866,7.946856,7.946856,0,2019-01-01,2019-02-28,2018-03-01
1,1,1,0,8,0,total,DE,2016-01-01,3423,360690.0,0,3299,8.128958,8.128958,0,2016-01-01,2016-02-29,2018-03-01
1,1,1,0,8,1,total,DE,2016-03-01,3740,360690.0,0,3611,8.210094,8.210094,0,2016-03-01,2016-04-30,2018-03-01
1,1,1,0,8,2,total,DE,2016-05-01,3781,360690.0,0,3703,8.229206,8.229206,0,2016-05-01,2016-06-30,2018-03-01
1,1,1,0,8,3,total,DE,2016-07-01,3735,360690.0,0,3799,8.271468,8.271468,0,2016-07-01,2016-08-31,2018-03-01
1,1,1,0,8,4,total,DE,2016-09-01,3697,360690.0,0,3617,8.211222,8.211222,0,2016-09-01,2016-10-31,2018-03-01
1,1,1,0,8,5,total,DE,2016-11-01,3419,360690.0,0,3400,8.137797,8.137797,0,2016-11-01,2016-12-31,2018-03-01
1,1,1,0,8,6,total,DE,2017-01-01,3352,363212.0,0,3302,8.119006,8.119006,0,2017-01-01,2017-02-28,2018-03-01
1,1,1,0,8,7,total,DE,2017-03-01,3520,363212.0,0,3550,8.179918,8.179918,0,2017-03-01,2017-04-30,2018-03-01
1,1,1,0,8,8,total,DE,2017-05-01,3770,363212.0,0,3738,8.232056,8.232056,0,2017-05-01,2017-06-30,2018-03-01
1,1,1,0,8,9,total,DE,2017-07-01,3756,363212.0,0,3875,8.262456,8.262456,0,2017-07-01,2017-08-31,2018-03-01
1,1,1,0,8,10,total,DE,2017-09-01,3783,363212.0,0,3776,8.221823,8.221823,0,2017-09-01,2017-10-31,2018-03-01
1,1,1,0,8,11,total,DE,2017-11-01,3395,363212.0,0,3521,8.149145,8.149145,0,2017-11-01,2017-12-31,2018-03-01
1,1,1,0,8,12,total,DE,2018-01-01,3306,357036.0,0,3248,8.083013,8.083013,0,2018-01-01,2018-02-28,2018-03-01
1,1,1,0,8,13,total,DE,2018-03-01,3541,357036.0,0,3631,8.161791,8.161791,0,2018-03-01,2018-04-30,2018-03-01
1,1,1,0,8,14,total,DE,2018-05-01,3608,357036.0,0,3707,8.198402,8.198402,0,2018-05-01,2018-06-30,2018-03-01
1,1,1,0,8,15,total,DE,2018-07-01,3644,357036.0,0,3751,8.224394,8.224394,0,2018-07-01,2018-08-31,2018-03-01
1,1,1,0,8,16,total,DE,2018-09-01,3539,357036.0,0,3645,8.179903,8.179903,0,2018-09-01,2018-10-31,2018-03-01
1,1,1,0,8,17,total,DE,2018-11-01,3508,357036.0,0,3434,8.118193,8.118193,0,2018-11-01,2018-12-31,2018-03-01
1,1,1,0,8,18,total,DE,2019-01-01,3189,360798.0,0,3203,8.088995,8.088995,0,2019-01-01,2019-02-28,2018-03-01
1,1,1,0,9,0,total,FL,2016-01-01,71883,7556340.0,0,73205,11.194931,11.194931,0,2016-01-01,2016-02-29,2018-03-01
1,1,1,0,9,1,total,FL,2016-03-01,71687,7556340.0,0,70144,11.1761055,11.1761055,0,2016-03-01,2016-04-30,2018-03-01
1,1,1,0,9,2,total,FL,2016-05-01,72068,7556340.0,0,72141,11.181658,11.181658,0,2016-05-01,2016-06-30,2018-03-01
1,1,1,0,9,3,total,FL,2016-07-01,77740,7556340.0,0,78455,11.255085,11.255085,0,2016-07-01,2016-08-31,2018-03-01
1,1,1,0,9,4,total,FL,2016-09-01,77179,7556340.0,0,78242,11.268665,11.268665,0,2016-09-01,2016-10-31,2018-03-01
1,1,1,0,9,5,total,FL,2016-11-01,76336,7556340.0,0,75792,11.237599,11.237599,0,2016-11-01,2016-12-31,2018-03-01
1,1,1,0,9,6,total,FL,2017-01-01,70761,7667454.0,0,71895,11.188471,11.188471,0,2017-01-01,2017-02-28,2018-03-01
1,1,1,0,9,7,total,FL,2017-03-01,69843,7667454.0,0,69303,11.155567,11.155567,0,2017-03-01,2017-04-30,2018-03-01
1,1,1,0,9,8,total,FL,2017-05-01,70786,7667454.0,0,71815,11.178187,11.178187,0,2017-05-01,2017-06-30,2018-03-01
1,1,1,0,9,9,total,FL,2017-07-01,78347,7667454.0,0,79166,11.277109,11.277109,0,2017-07-01,2017-08-31,2018-03-01
1,1,1,0,9,10,total,FL,2017-09-01,77601,7667454.0,0,78097,11.269223,11.269223,0,2017-09-01,2017-10-31,2018-03-01
1,1,1,0,9,11,total,FL,2017-11-01,76865,7667454.0,0,74974,11.226238,11.226238,0,2017-11-01,2017-12-31,2018-03-01
1,1,1,0,9,12,total,FL,2018-01-01,70897,7748774.0,0,71740,11.171139,11.171139,0,2018-01-01,2018-02-28,2018-03-01
1,1,1,0,9,13,total,FL,2018-03-01,70358,7748774.0,0,70108,11.159264,11.159264,0,2018-03-01,2018-04-30,2018-03-01
1,1,1,0,9,14,total,FL,2018-05-01,70411,7748774.0,0,71593,11.173334,11.173334,0,2018-05-01,2018-06-30,2018-03-01
1,1,1,0,9,15,total,FL,2018-07-01,76386,7748774.0,0,74529,11.240076,11.240076,0,2018-07-01,2018-08-31,2018-03-01
1,1,1,0,9,16,total,FL,2018-09-01,77299,7748774.0,0,76620,11.251892,11.251892,0,2018-09-01,2018-10-31,2018-03-01
1,1,1,0,9,17,total,FL,2018-11-01,75117,7748774.0,0,74030,11.235315,11.235315,0,2018-11-01,2018-12-31,2018-03-01
1,1,1,0,9,18,total,FL,2019-01-01,70778,7775514.0,0,71674,11.193401,11.193401,0,2019-01-01,2019-02-28,2018-03-01
1,1,1,0,10,0,total,GA,2016-01-01,41813,4286450.0,0,41700,10.630014,10.630014,1,2016-01-01,2016-02-29,2018-03-01
1,1,1,0,10,1,total,GA,2016-03-01,41358,4286450.0,0,42012,10.635502,10.635502,1,2016-03-01,2016-04-30,2018-03-01
1,1,1,0,10,2,total,GA,2016-05-01,42394,4286450.0,0,42533,10.660261,10.660261,1,2016-05-01,2016-06-30,2018-03-01
1,1,1,0,10,3,total,GA,2016-07-01,45086,4286450.0,0,45360,10.718594,10.718594,1,2016-07-01,2016-08-31,2018-03-01
1,1,1,0,10,4,total,GA,2016-09-01,43804,4286450.0,0,44952,10.701389,10.701389,1,2016-09-01,2016-10-31,2018-03-01
1,1,1,0,10,5,total,GA,2016-11-01,43503,4286450.0,0,42649,10.664799,10.664799,1,2016-11-01,2016-12-31,2018-03-01
