unit,group,outcome,treatment,denominator,banned_state,year,month,time,start_date,end_date,analysis_type
AK,total,3531,0,300066.0,0,2016,1,2016-01-01,2016-01-01,2016-02-29,sensitivity
AK,total,3735,0,300066.0,0,2016,3,2016-03-01,2016-03-01,2016-04-30,sensitivity
AK,total,3823,0,300066.0,0,2016,5,2016-05-01,2016-05-01,2016-06-30,sensitivity
AK,total,3782,0,300066.0,0,2016,7,2016-07-01,2016-07-01,2016-08-31,sensitivity
AK,total,3774,0,300066.0,0,2016,9,2016-09-01,2016-09-01,2016-10-31,sensitivity
AK,total,3549,0,300066.0,0,2016,11,2016-11-01,2016-11-01,2016-12-31,sensitivity
AK,total,3121,0,298346.0,0,2017,1,2017-01-01,2017-01-01,2017-02-28,sensitivity
AK,total,3503,0,298346.0,0,2017,3,2017-03-01,2017-03-01,2017-04-30,sensitivity
AK,total,3554,0,298346.0,0,2017,5,2017-05-01,2017-05-01,2017-06-30,sensitivity
AK,total,3630,0,298346.0,0,2017,7,2017-07-01,2017-07-01,2017-08-31,sensitivity
AK,total,3566,0,298346.0,0,2017,9,2017-09-01,2017-09-01,2017-10-31,sensitivity
AK,total,3291,0,298346.0,0,2017,11,2017-11-01,2017-11-01,2017-12-31,sensitivity
AK,total,3146,0,296672.0,0,2018,1,2018-01-01,2018-01-01,2018-02-28,sensitivity
AK,total,3445,0,296672.0,0,2018,3,2018-03-01,2018-03-01,2018-04-30,sensitivity
AK,total,3467,0,296672.0,0,2018,5,2018-05-01,2018-05-01,2018-06-30,sensitivity
AK,total,3469,0,296672.0,0,2018,7,2018-07-01,2018-07-01,2018-08-31,sensitivity
AK,total,3315,0,296672.0,0,2018,9,2018-09-01,2018-09-01,2018-10-31,sensitivity
AK,total,3157,0,296672.0,0,2018,11,2018-11-01,2018-11-01,2018-12-31,sensitivity
AK,total,3012,0,284728.0,0,2019,1,2019-01-01,2019-01-01,2019-02-28,sensitivity
AK,total,3377,0,284728.0,0,2019,3,2019-03-01,2019-03-01,2019-04-30,sensitivity
AK,total,3232,0,284728.0,0,2019,5,2019-05-01,2019-05-01,2019-06-30,sensitivity
AK,total,3515,0,284728.0,0,2019,7,2019-07-01,2019-07-01,2019-08-31,sensitivity
AK,total,3318,0,284728.0,0,2019,9,2019-09-01,2019-09-01,2019-10-31,sensitivity
AK,total,2955,0,284728.0,0,2019,11,2019-11-01,2019-11-01,2019-12-31,sensitivity
AK,total,3047,0,291328.0,0,2020,1,2020-01-01,2020-01-01,2020-02-29,sensitivity
AK,total,3049,0,291328.0,0,2020,3,2020-03-01,2020-03-01,2020-04-30,sensitivity
AK,total,3262,0,291328.0,0,2020,5,2020-05-01,2020-05-01,2020-06-30,sensitivity
AK,total,3104,0,291328.0,0,2020,7,2020-07-01,2020-07-01,2020-08-31,sensitivity
AK,total,3230,0,291328.0,0,2020,9,2020-09-01,2020-09-01,2020-10-31,sensitivity
AK,total,3112,0,291328.0,0,2020,11,2020-11-01,2020-11-01,2020-12-31,sensitivity
AK,total,2789,0,296658.0,0,2021,1,2021-01-01,2021-01-01,2021-02-28,sensitivity
AK,total,3197,0,296658.0,0,2021,3,2021-03-01,2021-03-01,2021-04-30,sensitivity
AK,total,3227,0,296658.0,0,2021,5,2021-05-01,2021-05-01,2021-06-30,sensitivity
AK,total,3324,0,296658.0,0,2021,7,2021-07-01,2021-07-01,2021-08-31,sensitivity
AK,total,3108,0,296658.0,0,2021,9,2021-09-01,2021-09-01,2021-10-31,sensitivity
AK,total,2829,0,296658.0,0,2021,11,2021-11-01,2021-11-01,2021-12-31,sensitivity
AK,total,2887,0,288878.0,0,2022,1,2022-01-01,2022-01-01,2022-02-28,sensitivity
AK,total,3200,0,288878.0,0,2022,3,2022-03-01,2022-03-01,2022-04-30,sensitivity
AK,total,3188,0,288878.0,0,2022,5,2022-05-01,2022-05-01,2022-06-30,sensitivity
AK,total,3237,0,288878.0,0,2022,7,2022-07-01,2022-07-01,2022-08-31,sensitivity
AK,total,3099,0,288878.0,0,2022,9,2022-09-01,2022-09-01,2022-10-31,sensitivity
AK,total,2929,0,288878.0,0,2022,11,2022-11-01,2022-11-01,2022-12-31,sensitivity
AK,total,2846,0,282470.0,0,2023,1,2023-01-01,2023-01-01,2023-02-28,sensitivity
AK,total,2906,0,282470.0,0,2023,3,2023-03-01,2023-03-01,2023-04-30,sensitivity
AK,total,3033,0,282470.0,0,2023,5,2023-05-01,2023-05-01,2023-06-30,sensitivity
AK,total,2943,0,282470.0,0,2023,7,2023-07-01,2023-07-01,2023-08-31,sensitivity
AK,total,2999,0,282470.0,0,2023,9,2023-09-01,2023-09-01,2023-10-31,sensitivity
AK,total,2970,0,282470.0,0,2023,11,2023-11-01,2023-11-01,2023-12-31,sensitivity
AL,total,19013,0,1904452.0,1,2016,1,2016-01-01,2016-01-01,2016-02-29,sensitivity
AL,total,18663,0,1904452.0,1,2016,3,2016-03-01,2016-03-01,2016-04-30,sensitivity
AL,total,19655,0,1904452.0,1,2016,5,2016-05-01,2016-05-01,2016-06-30,sensitivity
AL,total,20704,0,1904452.0,1,2016,7,2016-07-01,2016-07-01,2016-08-31,sensitivity
AL,total,20405,0,1904452.0,1,2016,9,2016-09-01,2016-09-01,2016-10-31,sensitivity
AL,total,19664,0,1904452.0,1,2016,11,2016-11-01,2016-11-01,2016-12-31,sensitivity
AL,total,18837,0,1912072.0,1,2017,1,2017-01-01,2017-01-01,2017-02-28,sensitivity
AL,total,18340,0,1912072.0,1,2017,3,2017-03-01,2017-03-01,2017-04-30,sensitivity
AL,total,19133,0,1912072.0,1,2017,5,2017-05-01,2017-05-01,2017-06-30,sensitivity
AL,total,21143,0,1912072.0,1,2017,7,2017-07-01,2017-07-01,2017-08-31,sensitivity
AL,total,20502,0,1912072.0,1,2017,9,2017-09-01,2017-09-01,2017-10-31,sensitivity
AL,total,19698,0,1912072.0,1,2017,11,2017-11-01,2017-11-01,2017-12-31,sensitivity
AL,total,18441,0,1905472.0,1,2018,1,2018-01-01,2018-01-01,2018-02-28,sensitivity
AL,total,18243,0,1905472.0,1,2018,3,2018-03-01,2018-03-01,2018-04-30,sensitivity
AL,total,19080,0,1905472.0,1,2018,5,2018-05-01,2018-05-01,2018-06-30,sensitivity
AL,total,20390,0,1905472.0,1,2018,7,2018-07-01,2018-07-01,2018-08-31,sensitivity
AL,total,19604,0,1905472.0,1,2018,9,2018-09-01,2018-09-01,2018-10-31,sensitivity
AL,total,19524,0,1905472.0,1,2018,11,2018-11-01,2018-11-01,2018-12-31,sensitivity
AL,total,18818,0,1910940.0,1,2019,1,2019-01-01,2019-01-01,2019-02-28,sensitivity
AL,total,18087,0,1910940.0,1,2019,3,2019-03-01,2019-03-01,2019-04-30,sensitivity
AL,total,18530,0,1910940.0,1,2019,5,2019-05-01,2019-05-01,2019-06-30,sensitivity
AL,total,21019,0,1910940.0,1,2019,7,2019-07-01,2019-07-01,2019-08-31,sensitivity
AL,total,20820,0,1910940.0,1,2019,9,2019-09-01,2019-09-01,2019-10-31,sensitivity
AL,total,19708,0,1910940.0,1,2019,11,2019-11-01,2019-11-01,2019-12-31,sensitivity
AL,total,18754,0,1901252.0,1,2020,1,2020-01-01,2020-01-01,2020-02-29,sensitivity
AL,total,18660,0,1901252.0,1,2020,3,2020-03-01,2020-03-01,2020-04-30,sensitivity
AL,total,18579,0,1901252.0,1,2020,5,2020-05-01,2020-05-01,2020-06-30,sensitivity
AL,total,20806,0,1901252.0,1,2020,7,2020-07-01,2020-07-01,2020-08-31,sensitivity
AL,total,19505,0,1901252.0,1,2020,9,2020-09-01,2020-09-01,2020-10-31,sensitivity
AL,total,18741,0,1901252.0,1,2020,11,2020-11-01,2020-11-01,2020-12-31,sensitivity
AL,total,17840,0,1957574.0,1,2021,1,2021-01-01,2021-01-01,2021-02-28,sensitivity
AL,total,18489,0,1957574.0,1,2021,3,2021-03-01,2021-03-01,2021-04-30,sensitivity
AL,total,18856,0,1957574.0,1,2021,5,2021-05-01,2021-05-01,2021-06-30,sensitivity
AL,total,20606,0,1957574.0,1,2021,7,2021-07-01,2021-07-01,2021-08-31,sensitivity
AL,total,20197,0,1957574.0,1,2021,9,2021-09-01,2021-09-01,2021-10-31,sensitivity
AL,total,19866,0,1957574.0,1,2021,11,2021-11-01,2021-11-01,2021-12-31,sensitivity
AL,total,18351,0,1999076.0,1,2022,1,2022-01-01,2022-01-01,2022-02-28,sensitivity
AL,total,18482,0,1999076.0,1,2022,3,2022-03-01,2022-03-01,2022-04-30,sensitivity
AL,total,18551,0,1999076.0,1,2022,5,2022-05-01,2022-05-01,2022-06-30,sensitivity
AL,total,20947,0,1999076.0,1,2022,7,2022-07-01,2022-07-01,2022-08-31,sensitivity
AL,total,19742,0,1999076.0,1,2022,9,2022-09-01,2022-09-01,2022-10-31,sensitivity
AL,total,19955,0,1999076.0,1,2022,11,2022-11-01,2022-11-01,2022-12-31,sensitivity
AL,total,18769,1,2000918.0,1,2023,1,2023-01-01,2023-01-01,2023-02-28,sensitivity
AL,total,18537,1,2000918.0,1,2023,3,2023-03-01,2023-03-01,2023-04-30,sensitivity
AL,total,18885,1,2000918.0,1,2023,5,2023-05-01,2023-05-01,2023-06-30,sensitivity
AL,total,20060,1,2000918.0,1,2023,7,2023-07-01,2023-07-01,2023-08-31,sensitivity
AL,total,19852,1,2000918.0,1,2023,9,2023-09-01,2023-09-01,2023-10-31,sensitivity
AL,total,19353,1,2000918.0,1,2023,11,2023-11-01,2023-11-01,2023-12-31,sensitivity
AR,total,12063,0,1153138.0,1,2016,1,2016-01-01,2016-01-01,2016-02-29,sensitivity
AR,total,12239,0,1153138.0,1,2016,3,2016-03-01,2016-03-01,2016-04-30,sensitivity
AR,total,12474,0,1153138.0,1,2016,5,2016-05-01,2016-05-01,2016-06-30,sensitivity
AR,total,13783,0,1153138.0,1,2016,7,2016-07-01,2016-07-01,2016-08-31,sensitivity
AR,total,12844,0,1153138.0,1,2016,9,2016-09-01,2016-09-01,2016-10-31,sensitivity
AR,total,12655,0,1153138.0,1,2016,11,2016-11-01,2016-11-01,2016-12-31,sensitivity
AR,total,11821,0,1153784.0,1,2017,1,2017-01-01,2017-01-01,2017-02-28,sensitivity
AR,total,11576,0,1153784.0,1,2017,3,2017-03-01,2017-03-01,2017-04-30,sensitivity
AR,total,12160,0,1153784.0,1,2017,5,2017-05-01,2017-05-01,2017-06-30,sensitivity
AR,total,13769,0,1153784.0,1,2017,7,2017-07-01,2017-07-01,2017-08-31,sensitivity
AR,total,12707,0,1153784.0,1,2017,9,2017-09-01,2017-09-01,2017-10-31,sensitivity
AR,total,12479,0,1153784.0,1,2017,11,2017-11-01,2017-11-01,2017-12-31,sensitivity
AR,total,11720,0,1169472.0,1,2018,1,2018-01-01,2018-01-01,2018-02-28,sensitivity
AR,total,11697,0,1169472.0,1,2018,3,2018-03-01,2018-03-01,2018-04-30,sensitivity
AR,total,12213,0,1169472.0,1,2018,5,2018-05-01,2018-05-01,2018-06-30,sensitivity
AR,total,13107,0,1169472.0,1,2018,7,2018-07-01,2018-07-01,2018-08-31,sensitivity
AR,total,12562,0,1169472.0,1,2018,9,2018-09-01,2018-09-01,2018-10-31,sensitivity
AR,total,11963,0,1169472.0,1,2018,11,2018-11-01,2018-11-01,2018-12-31,sensitivity
AR,total,11439,0,1165876.0,1,2019,1,2019-01-01,2019-01-01,2019-02-28,sensitivity
AR,total,11396,0,1165876.0,1,2019,3,2019-03-01,2019-03-01,2019-04-30,sensitivity
AR,total,11670,0,1165876.0,1,2019,5,2019-05-01,2019-05-01,2019-06-30,sensitivity
AR,total,12934,0,1165876.0,1,2019,7,2019-07-01,2019-07-01,2019-08-31,sensitivity
AR,total,13018,0,1165876.0,1,2019,9,2019-09-01,2019-09-01,2019-10-31,sensitivity
AR,total,11894,0,1165876.0,1,2019,11,2019-11-01,2019-11-01,2019-12-31,sensitivity
AR,total,11254,0,1159430.0,1,2020,1,2020-01-01,2020-01-01,2020-02-29,sensitivity
AR,total,11516,0,1159430.0,1,2020,3,2020-03-01,2020-03-01,2020-04-30,sensitivity
AR,total,11238,0,1159430.0,1,2020,5,2020-05-01,2020-05-01,2020-06-30,sensitivity
AR,total,12381,0,1159430.0,1,2020,7,2020-07-01,2020-07-01,2020-08-31,sensitivity
AR,total,12122,0,1159430.0,1,2020,9,2020-09-01,2020-09-01,2020-10-31,sensitivity
AR,total,11257,0,1159430.0,1,2020,11,2020-11-01,2020-11-01,2020-12-31,sensitivity
AR,total,10832,0,1158504.0,1,2021,1,2021-01-01,2021-01-01,2021-02-28,sensitivity
AR,total,11218,0,1158504.0,1,2021,3,2021-03-01,2021-03-01,2021-04-30,sensitivity
AR,total,11461,0,1158504.0,1,2021,5,2021-05-01,2021-05-01,2021-06-30,sensitivity
AR,total,12913,0,1158504.0,1,2021,7,2021-07-01,2021-07-01,2021-08-31,sensitivity
AR,total,12666,0,1158504.0,1,2021,9,2021-09-01,2021-09-01,2021-10-31,sensitivity
AR,total,12206,0,1158504.0,1,2021,11,2021-11-01,2021-11-01,2021-12-31,sensitivity
AR,total,11094,0,1165848.0,1,2022,1,2022-01-01,2022-01-01,2022-02-28,sensitivity
AR,total,11359,0,1165848.0,1,2022,3,2022-03-01,2022-03-01,2022-04-30,sensitivity
AR,total,11484,0,1165848.0,1,2022,5,2022-05-01,2022-05-01,2022-06-30,sensitivity
AR,total,12458,0,1165848.0,1,2022,7,2022-07-01,2022-07-01,2022-08-31,sensitivity
AR,total,11791,0,1165848.0,1,2022,9,2022-09-01,2022-09-01,2022-10-31,sensitivity
AR,total,12178,0,1165848.0,1,2022,11,2022-11-01,2022-11-01,2022-12-31,sensitivity
AR,total,11272,1,1209036.0,1,2023,1,2023-01-01,2023-01-01,2023-02-28,sensitivity
AR,total,10972,1,1209036.0,1,2023,3,2023-03-01,2023-03-01,2023-04-30,sensitivity
AR,total,11553,1,1209036.0,1,2023,5,2023-05-01,2023-05-01,2023-06-30,sensitivity
AR,total,12288,1,1209036.0,1,2023,7,2023-07-01,2023-07-01,2023-08-31,sensitivity
AR,total,12197,1,1209036.0,1,2023,9,2023-09-01,2023-09-01,2023-10-31,sensitivity
AR,total,11651,1,1209036.0,1,2023,11,2023-11-01,2023-11-01,2023-12-31,sensitivity
AZ,total,27414,0,2663066.0,0,2016,1,2016-01-01,2016-01-01,2016-02-29,sensitivity
AZ,total,26648,0,2663066.0,0,2016,3,2016-03-01,2016-03-01,2016-04-30,sensitivity
AZ,total,26805,0,2663066.0,0,2016,5,2016-05-01,2016-05-01,2016-06-30,sensitivity
AZ,total,29335,0,2663066.0,0,2016,7,2016-07-01,2016-07-01,2016-08-31,sensitivity
AZ,total,29545,0,2663066.0,0,2016,9,2016-09-01,2016-09-01,2016-10-31,sensitivity
AZ,total,27940,0,2663066.0,0,2016,11,2016-11-01,2016-11-01,2016-12-31,sensitivity
AZ,total,26060,0,2693930.0,0,2017,1,2017-01-01,2017-01-01,2017-02-28,sensitivity
AZ,total,26041,0,2693930.0,0,2017,3,2017-03-01,2017-03-01,2017-04-30,sensitivity
AZ,total,26107,0,2693930.0,0,2017,5,2017-05-01,2017-05-01,2017-06-30,sensitivity
AZ,total,28645,0,2693930.0,0,2017,7,2017-07-01,2017-07-01,2017-08-31,sensitivity
AZ,total,28908,0,2693930.0,0,2017,9,2017-09-01,2017-09-01,2017-10-31,sensitivity
AZ,total,26934,0,2693930.0,0,2017,11,2017-11-01,2017-11-01,2017-12-31,sensitivity
AZ,total,25718,0,2744964.0,0,2018,1,2018-01-01,2018-01-01,2018-02-28,sensitivity
AZ,total,25408,0,2744964.0,0,2018,3,2018-03-01,2018-03-01,2018-04-30,sensitivity
AZ,total,25669,0,2744964.0,0,2018,5,2018-05-01,2018-05-01,2018-06-30,sensitivity
AZ,total,28150,0,2744964.0,0,2018,7,2018-07-01,2018-07-01,2018-08-31,sensitivity
AZ,total,28372,0,2744964.0,0,2018,9,2018-09-01,2018-09-01,2018-10-31,sensitivity
AZ,total,27120,0,2744964.0,0,2018,11,2018-11-01,2018-11-01,2018-12-31,sensitivity
AZ,total,25678,0,2790624.0,0,2019,1,2019-01-01,2019-01-01,2019-02-28,sensitivity
AZ,total,25424,0,2790624.0,0,2019,3,2019-03-01,2019-03-01,2019-04-30,sensitivity
AZ,total,24743,0,2790624.0,0,2019,5,2019-05-01,2019-05-01,2019-06-30,sensitivity
AZ,total,28150,0,2790624.0,0,2019,7,2019-07-01,2019-07-01,2019-08-31,sensitivity
AZ,total,27363,0,2790624.0,0,2019,9,2019-09-01,2019-09-01,2019-10-31,sensitivity
AZ,total,26436,0,2790624.0,0,2019,11,2019-11-01,2019-11-01,2019-12-31,sensitivity
AZ,total,25780,0,2758626.0,0,2020,1,2020-01-01,2020-01-01,2020-02-29,sensitivity
AZ,total,24574,0,2758626.0,0,2020,3,2020-03-01,2020-03-01,2020-04-30,sensitivity
AZ,total,24117,0,2758626.0,0,2020,5,2020-05-01,2020-05-01,2020-06-30,sensitivity
AZ,total,26787,0,2758626.0,0,2020,7,2020-07-01,2020-07-01,2020-08-31,sensitivity
AZ,total,26605,0,2758626.0,0,2020,9,2020-09-01,2020-09-01,2020-10-31,sensitivity
AZ,total,25157,0,2758626.0,0,2020,11,2020-11-01,2020-11-01,2020-12-31,sensitivity
AZ,total,23445,0,2806614.0,0,2021,1,2021-01-01,2021-01-01,2021-02-28,sensitivity
AZ,total,23956,0,2806614.0,0,2021,3,2021-03-01,2021-03-01,2021-04-30,sensitivity
AZ,total,24415,0,2806614.0,0,2021,5,2021-05-01,2021-05-01,2021-06-30,sensitivity
AZ,total,27882,0,2806614.0,0,2021,7,2021-07-01,2021-07-01,2021-08-31,sensitivity
AZ,total,28112,0,2806614.0,0,2021,9,2021-09-01,2021-09-01,2021-10-31,sensitivity
AZ,total,27097,0,2806614.0,0,2021,11,2021-11-01,2021-11-01,2021-12-31,sensitivity
AZ,total,24998,0,2867220.0,0,2022,1,2022-01-01,2022-01-01,2022-02-28,sensitivity
AZ,total,24763,0,2867220.0,0,2022,3,2022-03-01,2022-03-01,2022-04-30,sensitivity
AZ,total,24399,0,2867220.0,0,2022,5,2022-05-01,2022-05-01,2022-06-30,sensitivity
AZ,total,27540,0,2867220.0,0,2022,7,2022-07-01,2022-07-01,2022-08-31,sensitivity
AZ,total,26826,0,2867220.0,0,2022,9,2022-09-01,2022-09-01,2022-10-31,sensitivity
AZ,total,27611,0,2867220.0,0,2022,11,2022-11-01,2022-11-01,2022-12-31,sensitivity
AZ,total,25073,0,2883070.0,0,2023,1,2023-01-01,2023-01-01,2023-02-28,sensitivity
AZ,total,24677,0,2883070.0,0,2023,3,2023-03-01,2023-03-01,2023-04-30,sensitivity
AZ,total,24516,0,2883070.0,0,2023,5,2023-05-01,2023-05-01,2023-06-30,sensitivity
AZ,total,27363,0,2883070.0,0,2023,7,2023-07-01,2023-07-01,2023-08-31,sensitivity
AZ,total,27274,0,2883070.0,0,2023,9,2023-09-01,2023-09-01,2023-10-31,sensitivity
AZ,total,26274,0,2883070.0,0,2023,11,2023-11-01,2023-11-01,2023-12-31,sensitivity
CA,total,151456,0,16123274.0,0,2016,1,2016-01-01,2016-01-01,2016-02-29,sensitivity
CA,total,156041,0,16123274.0,0,2016,3,2016-03-01,2016-03-01,2016-04-30,sensitivity
CA,total,155530,0,16123274.0,0,2016,5,2016-05-01,2016-05-01,2016-06-30,sensitivity
CA,total,168876,0,16123274.0,0,2016,7,2016-07-01,2016-07-01,2016-08-31,sensitivity
CA,total,169599,0,16123274.0,0,2016,9,2016-09-01,2016-09-01,2016-10-31,sensitivity
CA,total,157276,0,16123274.0,0,2016,11,2016-11-01,2016-11-01,2016-12-31,sensitivity
CA,total,147646,0,16226624.0,0,2017,1,2017-01-01,2017-01-01,2017-02-28,sensitivity
CA,total,148952,0,16226624.0,0,2017,3,2017-03-01,2017-03-01,2017-04-30,sensitivity
CA,total,153930,0,16226624.0,0,2017,5,2017-05-01,2017-05-01,2017-06-30,sensitivity
CA,total,162339,0,16226624.0,0,2017,7,2017-07-01,2017-07-01,2017-08-31,sensitivity
CA,total,160824,0,16226624.0,0,2017,9,2017-09-01,2017-09-01,2017-10-31,sensitivity
CA,total,151569,0,16226624.0,0,2017,11,2017-11-01,2017-11-01,2017-12-31,sensitivity
CA,total,142261,0,16194670.0,0,2018,1,2018-01-01,2018-01-01,2018-02-28,sensitivity
CA,total,143639,0,16194670.0,0,2018,3,2018-03-01,2018-03-01,2018-04-30,sensitivity
CA,total,144721,0,16194670.0,0,2018,5,2018-05-01,2018-05-01,2018-06-30,sensitivity
CA,total,157889,0,16194670.0,0,2018,7,2018-07-01,2018-07-01,2018-08-31,sensitivity
CA,total,153565,0,16194670.0,0,2018,9,2018-09-01,2018-09-01,2018-10-31,sensitivity
CA,total,148009,0,16194670.0,0,2018,11,2018-11-01,2018-11-01,2018-12-31,sensitivity
CA,total,139162,0,16141064.0,0,2019,1,2019-01-01,2019-01-01,2019-02-28,sensitivity
CA,total,140679,0,16141064.0,0,2019,3,2019-03-01,2019-03-01,2019-04-30,sensitivity
CA,total,142080,0,16141064.0,0,2019,5,2019-05-01,2019-05-01,2019-06-30,sensitivity
CA,total,154814,0,16141064.0,0,2019,7,2019-07-01,2019-07-01,2019-08-31,sensitivity
CA,total,151906,0,16141064.0,0,2019,9,2019-09-01,2019-09-01,2019-10-31,sensitivity
CA,total,141107,0,16141064.0,0,2019,11,2019-11-01,2019-11-01,2019-12-31,sensitivity
CA,total,134769,0,16111832.0,0,2020,1,2020-01-01,2020-01-01,2020-02-29,sensitivity
CA,total,134106,0,16111832.0,0,2020,3,2020-03-01,2020-03-01,2020-04-30,sensitivity
CA,total,134913,0,16111832.0,0,2020,5,2020-05-01,2020-05-01,2020-06-30,sensitivity
CA,total,144557,0,16111832.0,0,2020,7,2020-07-01,2020-07-01,2020-08-31,sensitivity
CA,total,140659,0,16111832.0,0,2020,9,2020-09-01,2020-09-01,2020-10-31,sensitivity
CA,total,129241,0,16111832.0,0,2020,11,2020-11-01,2020-11-01,2020-12-31,sensitivity
CA,total,120841,0,15942598.0,0,2021,1,2021-01-01,2021-01-01,2021-02-28,sensitivity
CA,total,132329,0,15942598.0,0,2021,3,2021-03-01,2021-03-01,2021-04-30,sensitivity
CA,total,134621,0,15942598.0,0,2021,5,2021-05-01,2021-05-01,2021-06-30,sensitivity
CA,total,145174,0,15942598.0,0,2021,7,2021-07-01,2021-07-01,2021-08-31,sensitivity
CA,total,144915,0,15942598.0,0,2021,9,2021-09-01,2021-09-01,2021-10-31,sensitivity
CA,total,140181,0,15942598.0,0,2021,11,2021-11-01,2021-11-01,2021-12-31,sensitivity
CA,total,129137,0,15877610.0,0,2022,1,2022-01-01,2022-01-01,2022-02-28,sensitivity
CA,total,132408,0,15877610.0,0,2022,3,2022-03-01,2022-03-01,2022-04-30,sensitivity
CA,total,132923,0,15877610.0,0,2022,5,2022-05-01,2022-05-01,2022-06-30,sensitivity
CA,total,145634,0,15877610.0,0,2022,7,2022-07-01,2022-07-01,2022-08-31,sensitivity
CA,total,139308,0,15877610.0,0,2022,9,2022-09-01,2022-09-01,2022-10-31,sensitivity
CA,total,138052,0,15877610.0,0,2022,11,2022-11-01,2022-11-01,2022-12-31,sensitivity
CA,total,125593,0,15894092.0,0,2023,1,2023-01-01,2023-01-01,2023-02-28,sensitivity
CA,total,125186,0,15894092.0,0,2023,3,2023-03-01,2023-03-01,2023-04-30,sensitivity
CA,total,127803,0,15894092.0,0,2023,5,2023-05-01,2023-05-01,2023-06-30,sensitivity
CA,total,137064,0,15894092.0,0,2023,7,2023-07-01,2023-07-01,2023-08-31,sensitivity
CA,total,135228,0,15894092.0,0,2023,9,2023-09-01,2023-09-01,2023-10-31,sensitivity
CA,total,130173,0,15894092.0,0,2023,11,2023-11-01,2023-11-01,2023-12-31,sensitivity
CO,total,20423,0,2244262.0,0,2016,1,2016-01-01,2016-01-01,2016-02-29,sensitivity
CO,total,21816,0,2244262.0,0,2016,3,2016-03-01,2016-03-01,2016-04-30,sensitivity
CO,total,22605,0,2244262.0,0,2016,5,2016-05-01,2016-05-01,2016-06-30,sensitivity
CO,total,23472,0,2244262.0,0,2016,7,2016-07-01,2016-07-01,2016-08-31,sensitivity
CO,total,22587,0,2244262.0,0,2016,9,2016-09-01,2016-09-01,2016-10-31,sensitivity
CO,total,20986,0,2244262.0,0,2016,11,2016-11-01,2016-11-01,2016-12-31,sensitivity
CO,total,19014,0,2290782.0,0,2017,1,2017-01-01,2017-01-01,2017-02-28,sensitivity
CO,total,21010,0,2290782.0,0,2017,3,2017-03-01,2017-03-01,2017-04-30,sensitivity
CO,total,22183,0,2290782.0,0,2017,5,2017-05-01,2017-05-01,2017-06-30,sensitivity
CO,total,22572,0,2290782.0,0,2017,7,2017-07-01,2017-07-01,2017-08-31,sensitivity
CO,total,21947,0,2290782.0,0,2017,9,2017-09-01,2017-09-01,2017-10-31,sensitivity
CO,total,20535,0,2290782.0,0,2017,11,2017-11-01,2017-11-01,2017-12-31,sensitivity
CO,total,19727,0,2328386.0,0,2018,1,2018-01-01,2018-01-01,2018-02-28,sensitivity
CO,total,20460,0,2328386.0,0,2018,3,2018-03-01,2018-03-01,2018-04-30,sensitivity
CO,total,20894,0,2328386.0,0,2018,5,2018-05-01,2018-05-01,2018-06-30,sensitivity
CO,total,22058,0,2328386.0,0,2018,7,2018-07-01,2018-07-01,2018-08-31,sensitivity
CO,total,21203,0,2328386.0,0,2018,9,2018-09-01,2018-09-01,2018-10-31,sensitivity
CO,total,19865,0,2328386.0,0,2018,11,2018-11-01,2018-11-01,2018-12-31,sensitivity
CO,total,19280,0,2361854.0,0,2019,1,2019-01-01,2019-01-01,2019-02-28,sensitivity
CO,total,20116,0,2361854.0,0,2019,3,2019-03-01,2019-03-01,2019-04-30,sensitivity
CO,total,21022,0,2361854.0,0,2019,5,2019-05-01,2019-05-01,2019-06-30,sensitivity
CO,total,22516,0,2361854.0,0,2019,7,2019-07-01,2019-07-01,2019-08-31,sensitivity
CO,total,21600,0,2361854.0,0,2019,9,2019-09-01,2019-09-01,2019-10-31,sensitivity
CO,total,19609,0,2361854.0,0,2019,11,2019-11-01,2019-11-01,2019-12-31,sensitivity
CO,total,19186,0,2323900.0,0,2020,1,2020-01-01,2020-01-01,2020-02-29,sensitivity
CO,total,20541,0,2323900.0,0,2020,3,2020-03-01,2020-03-01,2020-04-30,sensitivity
CO,total,20670,0,2323900.0,0,2020,5,2020-05-01,2020-05-01,2020-06-30,sensitivity
CO,total,21611,0,2323900.0,0,2020,7,2020-07-01,2020-07-01,2020-08-31,sensitivity
CO,total,20782,0,2323900.0,0,2020,9,2020-09-01,2020-09-01,2020-10-31,sensitivity
CO,total,18977,0,2323900.0,0,2020,11,2020-11-01,2020-11-01,2020-12-31,sensitivity
CO,total,18719,0,2408154.0,0,2021,1,2021-01-01,2021-01-01,2021-02-28,sensitivity
CO,total,21011,0,2408154.0,0,2021,3,2021-03-01,2021-03-01,2021-04-30,sensitivity
CO,total,21670,0,2408154.0,0,2021,5,2021-05-01,2021-05-01,2021-06-30,sensitivity
CO,total,22292,0,2408154.0,0,2021,7,2021-07-01,2021-07-01,2021-08-31,sensitivity
CO,total,21149,0,2408154.0,0,2021,9,2021-09-01,2021-09-01,2021-10-31,sensitivity
CO,total,19850,0,2408154.0,0,2021,11,2021-11-01,2021-11-01,2021-12-31,sensitivity
CO,total,18848,0,2429730.0,0,2022,1,2022-01-01,2022-01-01,2022-02-28,sensitivity
CO,total,20529,0,2429730.0,0,2022,3,2022-03-01,2022-03-01,2022-04-30,sensitivity
CO,total,21196,0,2429730.0,0,2022,5,2022-05-01,2022-05-01,2022-06-30,sensitivity
